species,collection_id,specimen_id,sex,hum_tl,hum_pw,hum_dw,uln_tl,uln_pw,uln_dw,cmc_tl,cmc_pw,cmc_dw,fem_tl,fem_pw,fem_dw,tbt_tl,tbt_pw,tbt_dw,tmt_tl,tmt_pw,tmt_dw,ubeak_cl,ubeak_ns,ubeak_wd,ubeak_dp,measurer_id
Saxicola_rubetra,MNHN,MNHN-ZO-2009-879,f,15.53,4.75,3.81,19.31,2.42,2.02,10.64,2.5,2.71,14.94,2.4,2.58,29.27,2.36,2.14,22.27,2.33,1.64,12.99,6.09,3.11,1.65,FS
Saxicola_rubetra,MNHN,MNHN-ZO-AC-1997-657,m,14.98,4.82,3.88,19.64,2.55,2.07,NA,NA,NA,14.62,2.57,2.53,26.82,2.29,2.13,NA,NA,NA,11.95,5.36,3.36,1.75,FS
Serinus_canaria,MNHN,MNHN-ZO-AC-1997-562,f,15.57,5.16,4.26,19.31,2.7,2.27,11.59,3.71,2.03,3.98,2.69,2.58,25.13,2.48,2.14,17.24,2.43,1.96,11.46,6.71,5.03,3.27,FS
Serinus_canaria,MNHN,MNHN-ZO-AC-1997-565,f,16.09,5.27,4.39,19.82,2.75,2.13,11.1,2.97,2.04,14.48,2.6,2.62,25.22,2.67,2.24,17.59,2.54,1.98,11.67,6.83,5.26,3.43,FS
Serinus_canaria,MNHN,MNHN-ZO-AC-1997-567,m,16.12,5.3,4.24,20.37,2.84,2.28,12.08,2.92,2.2,14.38,2.73,2.55,25.42,2.57,2.18,17.48,2.53,2.01,11.54,7.05,4.96,3.2,FS
Serinus_canaria,MNHN,MNHN-ZO-AC-1997-564,m,16.63,5.26,4.4,20.36,2.85,2.19,11.57,2.95,2.58,14.95,2.7,2.61,25.52,2.48,2.24,17.91,2.41,1.95,11.89,7.28,5.1,3.21,FS
Serinus_serinus,MNHN,MNHN-ZO-AC-1997-756,f,14.47,4.97,3.88,18.4,2.56,2.08,11.21,2.97,2.25,12.82,2.26,2.31,20.85,1.98,1.93,14.13,2.01,2.31,8.57,4.23,4.17,2.22,FS
Setophaga_ruticilla,MNHN,MNHN-ZO-AC-1883-2142,f,15.51,5.22,4.53,20.3,2.72,2.35,12.28,3.83,3.31,15.33,2.61,2.76,29.92,2.75,2.22,23,3.04,2.44,14.95,7.5,3.12,1.81,FS
Streptopelia_decaocto,MNHN,MNHN-ZO-2007-198,u,36.4,11.05,9.14,44.21,6.63,6.38,26.17,7.47,5.3,31.17,6.54,5.68,42.95,5,5.18,23.51,5.85,6.13,21.24,4.41,2.32,1.66,FS
Streptopelia_turtur,MNHN,MNHN-ZO-AC-1997-699,u,35.79,10.45,8.81,42.19,6.45,5.79,26.11,7.19,6.79,30.64,6.3,5.39,41.25,4.54,4.68,23.46,5.18,5.65,19.47,4.67,2.28,1.63,FS
Sylvia_atricapilla,MNHN,MNHN-ZO-AC-1997-1217,f,15.86,5.41,4.45,19.34,2.76,2.27,11.34,2.97,2.47,16.94,3.02,3.06,29.58,2.71,2.47,21.08,2.57,1.68,13.89,5.54,3.28,1.58,FS
Sylvia_cantillans,MNHN,MNHN-ZO-2009-898,u,12.44,3.96,3.29,15.02,2.15,1.66,9.05,2.36,2.34,13.47,2.32,2.42,24.54,2.5,1.97,18.14,2.21,1.35,11.3,4.92,2.67,1.31,FS
Sylvia_communis,MNHN,MNHN-ZO-AC-1997-781,u,15.02,4.67,3.74,18.45,2.5,1.84,11.54,2.78,2.51,16.42,2.74,2.64,28.39,2.59,2.22,21.58,2.42,1.56,13.02,5.43,2.93,1.62,FS
Sylvia_melanocephala,MNHN,MNHN-ZO-AC-2000-450,m,13.53,4.12,3.57,15.23,2.17,1.77,9.24,2.27,2.42,14.31,2.41,2.57,25.08,2.65,2.05,19.27,2.23,1.47,14.3,7.44,2.51,1.83,FS
Tadorna_ferruginea,MNHN,MNHN-ZO-AC-1874-421,u,112.9,24.04,16.93,107.82,11.89,11.92,67.95,17.26,11.17,55.23,13.88,13.55,103.58,11.36,11.52,61.08,12.26,13.39,50.16,23.59,16.43,10.41,FS
Tadorna_ferruginea,MNHN,MNHN-ZO-AC-1996-71,u,120.69,25.67,18.17,114.68,13.26,13,71.51,10.96,12.61,51.69,14.91,15.07,112.97,12.14,12.4,65.36,13.09,12.62,48.07,29.77,18.78,11.68,FS
Turdus_merula,MNHN,MNHN-ZO-AC-1993-80,f,28.79,9.21,6.95,34.94,4.93,3.82,20.04,5.09,3.02,28.28,5.3,5.39,47.37,5.22,4.19,33.05,4.77,3.78,22.18,10.69,4.82,3.15,FS
Turdus_merula,MNHN,MNHN-ZO-AC-1993-129,m,29.76,9.44,7.68,35.46,5.29,3.94,20.59,5.34,3.31,29.27,5.53,5.63,48.93,5.16,4.19,34.1,4.76,4,23.29,12.11,5.4,3.36,FS
Turdus_merula,MNHN,MNHN-ZO-AC-1993-130,m,29,9.26,7.47,34.48,4.98,3.7,19.92,5.17,3.64,28.92,5.36,5.44,47.64,4.99,4.24,33.34,4.76,3.82,23.33,11.94,4.95,3.19,FS
Turdus_merula,MNHN,MNHN-ZO-AC-1993-128,f,28.48,9.19,7.37,34.18,4.88,4.13,20.13,2.73,4.37,28.54,5.25,5.32,47.72,5.23,3.93,33.92,4.61,3.93,21.12,9.95,4.69,2.88,FS
Upupa_epops,MNHN,MNHN-ZO-AC-1993-123,f,32.9,8.53,8.04,43.62,5.47,4.44,20.83,5.37,5.32,21.85,4.55,4.48,33.25,3.59,3.33,20.49,4.12,3.57,44.02,33.33,4.37,3.51,FS
Vanellus_vanellus,MNHN,MNHN-ZO-AC-1997-1143,u,62.23,13.43,10.08,73.34,7.89,6.08,38.37,9.69,6.65,37.91,7.7,7.78,69.64,6.35,5.52,48.33,6.57,6.44,32.9,7.07,3.28,2.05,FS
Vanellus_vanellus,MNHN,MNHN-ZO-AC-2000-256,u,61.19,13.78,9.91,70.32,8.21,5.7,36.52,9.63,6.67,37.06,7.75,7.17,71.41,6.25,5.62,49.88,6.52,6.44,34.99,7.24,3.41,2.31,FS
Zosterops_xanthochroa,MNHN,MNHN-ZO-AC-1997-668,m,13.02,4.29,3.42,15.74,2.25,1.83,8.71,2.3,2.21,13.23,2.46,2.62,25.47,2.41,2.07,19.24,2.04,1.62,16.08,7.86,2.54,1.95,FS
Zosterops_xanthochroa,MNHN,MNHN-ZO-AC-1997-667,f,13.18,4.48,3.37,15.33,2.3,1.79,8.74,2.38,2.28,13.53,2.74,2.76,25.83,2.76,1.97,19.92,2.39,1.45,16.25,8.33,3.17,2.16,FS
Aegotheles_cristatus,NHMUK,NHM-S/1981.95.7,u,28.75,7.27,5.85,36.04,4.45,3.68,18.91,4.72,3.74,23.16,4.25,4.19,39.58,3.43,3.45,26.62,3.65,3.66,15.66,13.26,3.5,1.07,FS
Alectroenas_madagascariensis,NHMUK,NHM-1897.5.10.16,u,41.48,12.16,9.63,50.55,6.88,6.37,29.93,7.76,6.08,35.46,6.7,5.97,45.32,5.24,5.94,26.02,6.55,6.38,19.4,7.85,3.3,1.88,FS
Alectroenas_pulcherrimus,NHMUK,NHM-1864.12.22.9,u,38.7,10.1,8.3,46.08,5.84,5.63,25.22,7.22,5.19,34.66,6.22,6.09,47.13,5.08,5.52,27.29,6.43,6.55,18.73,6.09,2.95,1.84,FS
Alopecoenas_beccarii,NHMUK,NHM-S/1961.11.3,u,26.6,7.56,6.45,32.37,3.89,4.36,17.18,6.15,4.36,28.92,5.34,4.93,44.22,4.06,4.37,26.89,4.89,4.4,17.46,4.23,1.8,1.45,FS
Alopecoenas_jobiensis,NHMUK,NHM-S/1955.5.58,m,33.52,8.92,7.59,39.73,5.08,5.32,22.8,6.46,5,33.67,6.04,5.43,48.96,5.05,4.91,28.95,5.61,6.25,20.51,5.65,2.35,1.92,FS
Amazona_barbadensis,NHMUK,NHM-S/1989.20.1,m,51.65,14.1,11.03,62.43,8.03,6.55,36.83,9.16,6.58,41.57,8.48,8.02,55.94,7.04,7.24,20.85,8.48,10.47,32.38,22.3,14.24,13.23,FS
Amazona_barbadensis,NHMUK,NHM-S/2014.6.1,f,48.75,13.28,10.5,60.68,7.25,6.96,35.7,9.19,6.6,39.95,7.84,8.11,55.63,6.43,7.18,20.02,8.06,9.81,30.97,21.63,12.41,14.49,FS
Anas_crecca,NHMUK,NHM-1930.3.24.294,f,58.89,12.61,9.13,50.24,5.94,6.12,35.02,8.48,5.24,32.6,7.59,6.82,55.62,5.5,5.4,28.9,5.67,5.69,36.93,26.25,NA,NA,FS
Anas_crecca,NHMUK,NHM-S/2013.1.11,m,60.01,12.92,9.37,52.53,6.18,6.55,37.82,8.65,5.5,33.73,7.19,6.75,59.71,5.37,5.32,30.41,5.65,5.53,36.42,26.4,12.65,7.74,FS
Aplonis_panayensis,NHMUK,NHM-S/1993.24.13,u,23.19,7.43,5.46,29.39,3.83,3.31,17.29,4.41,4.08,21.94,4.42,3.93,35.61,3.52,3.33,21.62,3.65,3.02,20.99,10.73,5.67,3.42,FS
Aplonis_panayensis,NHMUK,NHM-S/1993.24.14,u,23.96,7.44,5.74,29.52,4.24,3.4,17.26,4.26,4.33,22.84,4.32,4.13,36.38,3.87,3.56,22.24,3.81,3.18,21.1,10.81,5.3,3.47,FS
Ara_chloropterus,NHMUK,NHM-S/1990.8.6,m,86.45,21.33,18.49,108.59,13.58,10.81,64.69,14.17,11.12,62.88,14.26,13.71,88.5,11.22,11.11,34.1,13.44,17.05,65.88,53.85,27.01,31.32,FS
Ara_chloropterus,NHMUK,NHM-S/1990.8.5,u,84.93,22.74,18.72,105.17,12.1,11.25,62.01,16.03,12.05,63.63,14.53,14.56,88.14,11.7,12.19,33.14,14.5,16.83,73.33,61.07,25.61,35.62,FS
Atelornis_pittoides,NHMUK,NHM-1870.5.5.12,u,35.32,9.23,6.89,41.99,4.83,4.32,17.7,6.57,4.52,30.74,5.82,5.8,54.74,5.19,4.46,42.8,4.76,4.66,30.01,15.82,5.57,4.64,FS
Atelornis_pittoides,NHMUK,NHM-1870.5.5.10,u,36.4,9.39,6.7,41.95,4.8,4.23,18.24,7.06,4.53,31.02,5.69,5.62,56.32,4.89,4.39,43.48,4.57,4.61,29.97,16.45,6.67,4.61,FS
Athene_cunicularia,NHMUK,NHM-S/1986.75.13,m,51.83,9.81,8.47,65.26,5.73,5.06,29.85,6.34,5.29,36.23,7.16,6.86,NA,5.7,NA,47.71,7.12,7.31,21.75,13.38,6.94,7.1,FS
Athene_cunicularia,NHMUK,NHM-1898.5.7.19,u,60.29,11.48,9.76,77.1,6.48,5.67,34.87,7.54,5.95,41.98,8.1,8.48,70.96,6.69,7.74,50.37,7.92,8.91,21.39,11.2,7.8,7.14,FS
Athene_noctua,NHMUK,NHM-S/1985.48.1,m,45.76,9.74,8.71,53.49,5.8,5.64,26.39,6.39,5.44,36.34,7.43,7.27,52.95,6.25,7.13,32.55,7.33,7.32,19.02,10.51,6.81,6.64,FS
Athene_noctua,NHMUK,NHM-S/1992.25.1,f,50.37,10.8,9.46,60.34,6.54,5.88,29.78,6.5,5.96,39.18,7.87,7.66,58.75,6.59,7.4,36.44,7.79,7.72,20.01,10.93,6.85,6.77,FS
Aythya_affinis,NHMUK,NHM-S/2017.40.36,m,80.2,16.96,11.21,69.01,7.67,7.29,43.28,9.71,6.4,45.27,10.13,9.47,76.36,7.74,8.05,35.55,8.34,8.43,45.08,26.56,20.29,9.53,FS
Aythya_novaeseelandiae,NHMUK,NHM-S/2002.47.4,m,70.77,15.76,10.29,61,7.17,7.38,37.02,8.73,6.2,41.49,9.73,9.29,71.33,7.04,7.66,34.66,8,8.65,44.01,25.52,20.16,9.9,FS
Aythya_novaeseelandiae,NHMUK,NHM-S/2013.3.5,f,71.16,16.05,10.48,60.96,6.77,6.77,37.85,8.81,6.22,40.6,9.9,9.23,71.39,7.17,7.61,34.58,7.93,7.94,41.76,25.25,19.25,9.12,FS
Biziura_lobata,NHMUK,NHM-S/1967.17.2,f,96.18,19.12,11.78,76.4,7.59,8.89,41.45,8.7,6.55,46.71,12.62,13.91,89.18,9.9,11.19,39.55,11.6,11.22,37.11,17.62,23.04,11.57,FS
Biziura_lobata,NHMUK,NHM-S/1967.17.1,f,89.49,17.7,11.19,80.63,7.95,8.98,46,10.22,7.24,50.97,13.88,14.73,94.21,10.9,12.24,41.22,12.33,10.88,40.17,18.92,24.22,12.51,FS
Biziura_lobata,NHMUK,NHM-S/1967.17.3,m,117.05,24.11,14.67,98.6,9.85,10.59,56.92,12.46,8.64,64.07,16.63,17.64,115.78,13.66,13.73,52.94,15.03,13.21,44.56,21.61,30.89,17.26,FS
Branta_sandvicensis,NHMUK,NHM-S/2006.55.1,m,136.6,27.86,19.55,129.5,13.22,13.95,76.69,20.04,11.15,72.93,18.29,18.69,138.2,14.52,15.18,87.23,17.15,16.93,46.65,18.82,16.6,6.7,FS
Branta_sandvicensis,NHMUK,NHM-S/1961.8.1,f,131.44,25.41,16.94,122.62,12.11,12.17,70.45,16.37,11.42,71.64,15.5,16.65,132.33,12.55,13.42,80.03,15.02,14.29,44.88,19.94,15.31,7.31,FS
Bubo_bubo,NHMUK,NHM-S/2016.24.1,f,180,34.51,31.38,209,19.91,17.87,92.86,20.87,18.25,109.82,24.77,23.76,160,20.66,21.49,84.11,22.34,24.08,53.12,22.88,11.12,14.88,FS
Bulweria_bulwerii,NHMUK,NHM-1895.7.1.171,f,63.43,10.19,7.35,62.12,5.13,4.72,30.42,7.47,5.29,20,4.01,3.52,44.59,2.84,3.4,28.51,4.12,4.06,25.79,14.66,5.38,3.76,FS
Bulweria_bulwerii,NHMUK,NHM-1895.7.1.172,m,61.77,8.85,7.55,62.27,5.29,4.73,30.04,7.47,5.31,19.64,3.88,3.6,44.13,2.78,3.48,27.05,4.11,3.74,25.97,14.79,4.59,3.11,FS
Buteo_buteo,NHMUK,NHM-S/1986.68.4,m,101.06,20.52,16.87,119.12,10.99,10.1,58.99,13.55,9.91,73.32,13.69,13.61,98.76,10.56,11.62,74.83,12.26,13.11,13.74,16.51,9.51,10.3,FS
Buteo_buteo,NHMUK,NHM-S/1989.17.1,f,103.97,22.39,18.27,123.24,12.46,11.29,62.64,14.7,11.53,75.5,15.81,15.91,103.61,11.47,12.81,77.35,13.36,14.25,37.62,22.05,11.82,11.53,FS
Buteo_jamaicensis,NHMUK,NHM-S/2015.28.7,m,109.13,22.67,19.04,127.75,12.45,11.07,65.16,14.64,11.05,81.43,16.98,17.18,111.65,12.17,13.15,85.27,14.08,15.22,36.94,17.98,9.7,11.75,FS
Buteo_jamaicensis,NHMUK,NHM-S/1977.81.2,f,115.19,23.72,21.07,133.45,13.46,11.78,66.68,16.42,12.41,90.23,17.8,19.09,122.55,14.5,15.15,86.85,16.32,16.45,41.31,25.48,13.41,15.6,FS
Buteogallus_urubitinga,NHMUK,NHM-1858.5.26.12,u,141.96,27.57,24.04,160.5,15.71,14.08,74.03,18.76,13.63,100.18,20.69,20.3,161,15.8,17.7,133.64,18.13,20.09,45.61,22.9,13.24,16.06,FS
Cacatua_moluccensis,NHMUK,NHM-S/2006.15.1,u,77.5,19.2,15.75,94.17,11.17,9.27,46.3,12.45,9.83,59.32,12.15,12.42,85.59,11.26,11.06,29.02,12.64,16.18,38.12,27.41,16.14,26.95,FS
Cacatua_moluccensis,NHMUK,NHM-S/2005.19.1,u,90.25,20.27,16.91,109.71,12.72,10.5,53.41,13.86,10.11,66.18,14.26,14.14,95.42,12.89,11.98,31.3,13.27,17.68,47.78,34.82,20.25,28.28,FS
Cacatua_sanguinea,NHMUK,NHM-S/1969.4.25,f,73.3,18.23,13.64,89.71,9.84,8.97,50.56,11.61,8.39,51.25,10.33,10.19,75.78,8.61,8.91,25.71,10.07,12.72,29.8,22.02,14.95,15.59,FS
Cacatua_sanguinea,NHMUK,NHM-S/1969.4.24,m,75.18,19.01,15.06,90.93,10.32,9.44,50.2,12.79,9.64,52.16,11.77,11.52,75.75,9.39,8.63,25,10.06,13.22,32.57,24.69,14.96,17.81,FS
Caloenas_nicobarica,NHMUK,NHM-1890.11.3.11,u,62.43,17.5,14.42,75.29,8.75,9.42,42.58,12.16,8.61,50.28,10.97,10.29,75.18,9.08,9.06,45.01,10.02,9.81,28.91,7.39,3.05,3.56,FS
Caloenas_nicobarica,NHMUK,NHM-S/1985.26.2,f,59.99,17.28,13.73,72.7,8.29,8.97,41.16,11.73,8.67,49.87,11.52,10.05,75.4,8.76,8.99,43.29,9.48,10.32,30.08,7.31,3.14,3.61,FS
Caracara_plancus,NHMUK,NHM-1850.11.22.27,u,108.53,22.94,17.46,114.95,13.06,10.75,60.65,15.48,10.76,71.03,15.28,15.31,114.02,10.97,12.49,94.58,13.42,14.03,43.19,25.95,13.22,16.53,FS
Caracara_plancus,NHMUK,NHM-1850.11.14.18,u,115.67,25.37,19.7,122.3,14.12,11.53,67.27,16.65,12.68,76.94,18.05,17.07,116.98,12.17,13.46,99.19,14.25,15.93,43.75,24.58,12.85,17.21,FS
Carduelis_carduelis,NHMUK,NHM-S/1994.36.3,f,16.08,7.76,4.47,20.22,2.96,2.29,12.1,3.18,3.31,14.18,2.71,2.65,23.32,2.38,2.32,16.19,2.61,2.53,12.9,7.59,4.72,2.88,FS
Carduelis_carduelis,NHMUK,NHM-S/1994.36.5,m,16.24,5.31,4.55,21.17,2.99,2.42,12.17,3.23,3.31,14.55,2.78,2.77,23.41,2.48,2.22,14.94,2.62,2.56,13.95,8.69,4.73,2.77,FS
Chenonetta_jubata,NHMUK,NHM-1898.11.12.1,m,88.37,18.58,13.99,79.88,9.93,9.67,53.34,13.13,8.23,53.52,12.47,11.55,91.98,8.83,9.3,51.67,10.38,11.25,32.96,12.28,13.25,5.54,FS
Chenonetta_jubata,NHMUK,NHM-1895.4.27.4,f,88.25,20.54,14.11,80.86,9.71,10.08,54.38,13.16,8.25,52.45,12.28,12.45,93.51,10.42,10.05,50.99,10.58,10.52,31.89,11.86,13.52,5.62,FS
Chlorostilbon_ricordii,NHMUK,NHM-S/1965.14.61,u,5.94,3.8,2.75,6.14,2.16,1.96,7.9,2.32,2.21,10.12,1.86,1.88,17.41,1.8,1.78,7.32,1.84,1.79,23.83,17.35,1.75,1.23,FS
Ciconia_ciconia,NHMUK,NHM-S/2007.107.1,u,201,40.78,30.64,232,20.41,18.51,111.58,23.18,16,94.4,23.78,23.11,259,17.95,15.1,209.5,18.4,18.54,192,144.9,20.96,16.75,FS
Ciconia_ciconia,NHMUK,NHM-S/1996.69.24,u,196,38.03,29.56,230,19.04,17.69,108.5,22.34,16.32,91.88,24.42,22,240,17.82,13.89,204,17.11,18.87,160,113.6,18.72,15.31,FS
Coenocorypha_pusilla,NHMUK,NHM-S/2001.50.139,u,31.03,7.35,5.47,32.69,4.49,3.7,19.31,4.97,3.3,28.22,5.02,4.97,42.2,4.25,4.05,22.56,4.68,4.81,51.96,16.16,2.82,1.83,FS
Collocalia_esculenta,NHMUK,NHM-S/2016.68.1,f,6.02,3.67,2.9,8.62,2.44,2.17,10.38,3.19,3.04,10.35,1.68,1.67,16.24,1.56,1.53,8.33,1.46,1.34,6.43,1.84,1.51,1.17,FS
Columba_guinea,NHMUK,NHM-S/1975.105.6,u,45.17,13.7,11.41,53.44,7.45,7.13,34.12,10.21,7.55,35.69,8.49,7.36,49.73,6.62,6.5,28.08,6.85,8.08,21.2,6.09,3.32,2.08,FS
Columba_guinea,NHMUK,NHM-S/1975.105.7,u,47.78,14.48,12.33,56.94,7.75,7.48,35.13,10.46,7.68,41.62,8.03,7.42,54.51,6.67,7.28,29.08,6.65,7.96,25.77,6.97,3.35,2.29,FS
Corvus_brachyrhynchos,NHMUK,NHM-S/1955.1.14,m,68.35,18.15,15.27,81.37,10.43,8.37,48.82,11.39,12.45,54.38,10.28,11.03,90.05,9.3,8.92,60.02,10.55,10.12,49.01,28.99,10.35,9.48,FS
Corvus_moneduloides,NHMUK,NHM-S/2007.136.1,m,52.96,14.85,12.72,61.79,8.56,6.89,36.72,9.34,8.99,46,9.7,9.69,73.94,8.06,7.94,49.41,8.61,6.1,43.75,25.21,11.09,9.12,FS
Coturnix_coturnix,NHMUK,NHM-S/1986.71.2,u,34.28,7.41,5.29,29.78,3.48,3.55,19.5,4.38,3.4,36.54,6.16,5.19,44.63,4.29,4.17,26.93,4.49,5.23,14.83,5.36,3.71,2.92,FS
Coturnix_coturnix,NHMUK,NHM-S/1961.2.1,f,33.23,7.39,5.19,28.82,3.4,3.54,18.44,4.41,3.46,35.72,6.05,5.16,42.89,4.39,4.1,25.97,4.41,4.66,16.79,6.79,3.82,2.78,FS
Coturnix_japonica,NHMUK,NHM-S/1963.19.2,u,31.68,8.19,5.38,26.37,3.46,3.54,17.91,5.13,3.68,35.2,6.54,5.62,44.71,4.58,4.55,27.95,4.82,5.13,17.25,6.85,3.89,2.89,FS
Cygnus_atratus,NHMUK,NHM-S/2010.3.1,f,216,37.77,27.45,205.5,18.07,14.58,105.31,24.36,14.33,81.38,21.74,22.42,165,17.54,18.83,92.86,21.08,19.22,NA,NA,NA,NA,FS
Cygnus_atratus,NHMUK,NHM-1905.2.4.1,m,237,42.74,28.91,214,19.47,15.83,111.72,24.99,14.98,85.45,24.04,22.59,174,17.66,18.46,97.78,20.22,19.54,67.79,35.22,22.88,12.36,FS
Dryolimnas_cuvieri,NHMUK,NHM-1910.4.8.1,u,44.68,9.1,6.94,37.81,4.53,5,25.26,5.93,4.41,47.93,8.07,8.22,70.82,7.27,6.62,45.1,6.89,7.08,41.42,11.22,3.09,2.86,FS
Ducula_galeata,NHMUK,NHM-S/1975.9.5,f,NA,17.48,14.18,NA,9.67,9.26,NA,11.46,8.81,58.3,11.39,10.84,82.91,8.75,10.11,41.56,10.75,11.02,45.62,11.1,5.94,2.83,FS
Falco_punctatus,NHMUK,NHM-S/2013.32.1,m,41.28,9.06,7.52,46.83,5.12,4.4,25.91,6.67,5.1,38.76,6.87,6.57,53.07,5.66,5.98,40.2,6.31,6,16.14,8.6,6.03,5.55,FS
Falco_punctatus,NHMUK,NHM-S/2006.40.2,u,44.56,9.81,8.16,54.14,5.74,4.71,28.45,9.24,6.13,42.08,8.46,7.37,57.48,6.32,6.89,42.42,7.04,6.68,16.37,8.85,6.87,6.21,FS
Foudia_madagascariensis,NHMUK,NHM-S/1952.2.752,u,16.1,4.6,3.66,17.95,2.54,1.92,10.48,3.12,2.49,16.12,2.72,2.88,26.42,2.73,2.15,18.8,2.2,1.67,11,5.49,4.91,2.89,FS
Foudia_madagascariensis,NHMUK,NHM-1897.5.10.44,m,16.71,5.17,3.83,19.76,2.72,2.02,10.63,2.79,2.85,15.27,2.81,2.75,25.07,2.83,2.32,18.11,2.42,1.83,12.65,7.29,5.35,2.68,FS
Foudia_rubra,NHMUK,NHM-S/2007.84.1,u,16.17,4.92,4.08,18.65,2.75,2.09,10.2,2.62,2.38,16.06,3.21,3.32,28.57,2.77,2.7,20.78,2.97,2.08,14.73,8.34,4.47,2.38,FS
Foudia_rubra,NHMUK,NHM-S/1975.11.1,m,16.15,4.72,4.02,18.55,2.66,2.03,10.28,2.74,2.59,16.65,3.01,3.24,29.26,3.2,2.58,21.27,2.7,2.07,14.28,7.7,4.26,2.36,FS
Fulica_americana,NHMUK,NHM-S/1977.81.3,f,67.78,12.48,9.11,60.51,6.33,6.34,39.56,7.32,4.69,51.36,10.68,9.21,93,8.27,8.48,54.72,8.96,8.43,35.19,11.18,5.16,4.57,FS
Fulica_americana,NHMUK,NHM-S/1984.77.14,m,73.18,13.67,10.01,64.1,6.96,7.02,41.25,7.88,4.98,55.44,11.13,10.38,102.88,8.3,8.56,56.78,9.11,9.25,37.01,13.34,5.67,5.44,FS
Fulica_atra,NHMUK,NHM-S/1988.60.1,m,82.27,15.69,11.13,72.27,8.03,7.87,45.21,9.06,5.65,61.7,13.16,12.03,114.75,9.79,9.79,66.93,10.27,10.16,38.19,13.24,5.82,5.29,FS
Gallicolumba_crinigera,NHMUK,NHM-1904.12.29.1,u,38.1,11.42,9.64,45.09,6.11,6.32,25.42,8.61,6.29,40.19,7.62,7.08,60.24,6.34,5.46,38.82,6.77,7.33,20.44,5.47,2.76,2.13,FS
Gallicolumba_luzonica,NHMUK,NHM-S/2016.9.1,u,34.99,10.07,8.83,41.54,5.67,5.71,23.84,6.57,5.48,37.35,6.47,6.47,57.55,5.84,5.41,38.34,6.21,6.48,23.62,7.76,2.48,2,FS
Gallinago_gallinago,NHMUK,NHM-S/1985.11.1,m,36.55,8.68,6.5,39.95,5.22,4.22,25,5.85,3.73,31.15,5.44,5,55.07,4.34,4.22,33.22,4.82,4.64,73.81,10.58,3.1,1.67,FS
Gallinago_gallinago,NHMUK,NHM-S/1985.9.2,f,36.96,8.82,6.31,40.25,4.79,4.2,26,5.9,3.78,31.46,5.89,5.02,54.08,4.14,4.29,34.31,4.64,4.42,74.71,22.57,2.86,1.35,FS
Gallinula_chloropus,NHMUK,NHM-S/1968.1.1,f,47.49,9.57,7.23,39.13,4.95,5.02,29.09,6.21,4.84,45.84,8.21,7.8,75.63,6.67,6.11,45.43,6.53,6.57,24.92,8.47,3.68,3.03,FS
Gymnogyps_californianus,NHMUK,NHM-1867.9.20.2,u,265,54.61,47.94,314,28.6,26.87,143.13,35.89,26.93,137.56,35.5,36.94,221,23.73,24.51,121,27.26,28.68,88.08,48.95,25.2,17.93,FS
Haematopus_ostralegus,NHMUK,NHM-1920.1.22.2,m,76.3,17.96,18.82,78.73,9.18,8.24,44.17,12.29,8.01,48.7,11.12,10.89,83.8,8.88,8.67,51.63,9.46,9.56,68.88,25.99,3.81,3.96,FS
Haematopus_ostralegus,NHMUK,NHM-S/1975.44.5,f,75.12,18.32,12.03,77.75,8.57,8.37,42.96,12.3,8.02,46.65,10.69,10.7,83.67,9.15,8.57,50.48,9.96,9.57,54.16,28.78,3.75,3.74,FS
Haematopus_ostralegus,NHMUK,NHM-S/1975.44.8,f,76.12,18.16,12.55,79.7,9.24,8.86,44.64,12.5,8.52,46.25,11.27,11.15,83.57,8.74,8.67,49.9,10.25,10.13,78.57,46.15,6.55,4.4,FS
Hypsipetes_madagascariensis,NHMUK,NHM-1899.5.10.6,u,24.68,8.04,6.66,30.63,4.49,3.49,16.06,4.6,4.88,20.66,4.11,4.09,30.44,3.53,3.25,19.17,3.5,2.48,21.48,10.2,4.35,2.91,FS
Ixobrychus_exilis,NHMUK,NHM-S/2017.40.56,m,46.4,7.11,5.58,48.62,3.96,3.3,24.69,4.59,3.09,40.89,5.82,5.4,65.35,4.42,5.18,41.33,6.07,5.41,44.84,29.45,5.34,3.39,FS
Ixobrychus_minutus,NHMUK,NHM-S/2007.61.1,f,57.01,8.93,6.92,59.54,4.9,4.2,30.77,5.76,3.66,49.47,6.47,5.93,70,5.06,6.3,43.66,6.69,6.11,56.89,41.88,6.14,4.36,FS
Ixobrychus_minutus,NHMUK,NHM-1898.5.7.27A,u,56.2,8.72,6.52,57.86,4.89,4.04,30.49,6.25,3.71,49.02,7.06,5.91,71.07,5.22,5.9,45.92,6.72,6.11,43.06,26.89,5.47,3.99,FS
Larus_dominicanus,NHMUK,NHM-S/2002.37.1,u,118.96,21.68,16.08,132.63,13.44,9.41,65.9,13.21,9.89,55.66,11.6,11.58,104.19,9.34,10.02,61.62,10.92,11.14,55.24,15.99,7.82,6.45,FS
Larus_dominicanus,NHMUK,NHM-S/2006.1.26,u,124.34,23.48,17.09,137.23,14.27,9.59,70.03,13.98,10.93,58.46,12.92,12.19,108.55,9.43,10.35,65.36,11.94,11.8,62.36,17.6,7.67,7.58,FS
