species,genus,family,order,superorder,status,flight_ability,beak_length_culmen,beak_length_nares,beak_width,beak_depth,tarsus_length,wing_length,kipps_distance,tail_length,body_mass,reference_id
Ficedula_zanthopygia,Ficedula,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.1,7.3,3.8,3.6,14.8,67.9,18,49.8,12.1,Avonet
Fraseria_caerulescens,Fraseria,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.1,8.3,4,3.9,16.7,79.2,16.6,61.9,17.6,Avonet
Fraseria_cinerascens,Fraseria,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.2,9.7,4,4,18.1,76.8,10.9,65.8,23.1,Avonet
Fraseria_griseigularis,Fraseria,Muscicapidae,Passeriformes,Neoaves,Extant,1,13,8.4,3.6,3.6,16.1,58.7,7.4,51.5,12.6,Avonet
Fraseria_lendu,Fraseria,Muscicapidae,Passeriformes,Neoaves,Extant,1,12.9,7.2,3.7,3.9,16.6,77.2,14.4,63,17.7,Avonet
Fraseria_ocreata,Fraseria,Muscicapidae,Passeriformes,Neoaves,Extant,1,19.4,11,4.6,5.2,21.8,94,16.4,76,35.5,Avonet
Fraseria_olivascens,Fraseria,Muscicapidae,Passeriformes,Neoaves,Extant,1,12.9,7.3,3.9,3.7,16.8,72.5,12.7,61.5,15.4,Avonet
Fraseria_plumbea,Fraseria,Muscicapidae,Passeriformes,Neoaves,Extant,1,12.9,7.8,3.3,3.5,17.6,63.4,11.1,60.8,12.8,Avonet
Fraseria_tessmanni,Fraseria,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.4,8.3,4.6,4.9,17.2,74.2,11,57.2,17.7,Avonet
Heinrichia_calligyna,Heinrichia,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.6,9.8,4.2,4.5,34.4,86.2,13.2,76.7,26.8,Avonet
Heinrichia_simplex,Heinrichia,Muscicapidae,Passeriformes,Neoaves,Extant,1,19,10.6,5,5,34.4,78,13,69,26.8,Avonet
Heteroxenicus_stellatus,Heteroxenicus,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.8,7.9,3,3.5,29.3,70.6,13.8,47.4,23,Avonet
Hodgsonius_phaenicuroides,Hodgsonius,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.9,9.6,3.3,3.5,29.2,71,15.9,78.6,21.1,Avonet
Humblotia_flavirostris,Humblotia,Muscicapidae,Passeriformes,Neoaves,Extant,1,11.6,6.2,4.5,3.2,17.8,69,12.8,50.8,15.9,Avonet
Irania_gutturalis,Irania,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.9,10.7,3.3,4,25.1,94,23.1,72.9,21.6,Avonet
Kittacincla_albiventris,Kittacincla,Muscicapidae,Passeriformes,Neoaves,Extant,1,19.2,11.4,4.1,4.7,25.7,87.2,14.7,107,29.2,Avonet
Kittacincla_cebuensis,Kittacincla,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.8,11.6,4,5.1,25.5,88.3,13.4,88.2,28.5,Avonet
Kittacincla_luzoniensis,Kittacincla,Muscicapidae,Passeriformes,Neoaves,Extant,1,17,10.7,3.5,4.8,25.9,70.6,8,76.8,24,Avonet
Kittacincla_malabarica,Kittacincla,Muscicapidae,Passeriformes,Neoaves,Extant,1,20.7,12.8,4.6,5.4,27,95.6,16.8,121.8,29.2,Avonet
Kittacincla_nigra,Kittacincla,Muscicapidae,Passeriformes,Neoaves,Extant,1,19,11.3,3.9,4.8,24.8,82.2,12.1,96.5,28.5,Avonet
Kittacincla_superciliaris,Kittacincla,Muscicapidae,Passeriformes,Neoaves,Extant,1,17,10.7,3.5,4.8,25.9,70.6,8,76.8,24,Avonet
Larvivora_akahige,Larvivora,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.9,8.2,3.2,3.8,27.7,71.1,17.6,53,17,Avonet
Larvivora_brunnea,Larvivora,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.4,8,3.1,3.4,26.2,71.2,13,47.6,17.5,Avonet
Larvivora_cyane,Larvivora,Muscicapidae,Passeriformes,Neoaves,Extant,1,15,8,3.3,3.4,24.7,74.4,19.3,46.4,14.8,Avonet
Larvivora_komadori,Larvivora,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.5,9.4,3.2,4.3,26.5,70,14,54,23.9,Avonet
Larvivora_namiyei,Larvivora,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.6,9.4,3.4,3.9,25.6,73,14,48,23.9,Avonet
Larvivora_ruficeps,Larvivora,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.8,7.5,3.2,3.8,26.8,77,18.6,53,18,Avonet
Larvivora_sibilans,Larvivora,Muscicapidae,Passeriformes,Neoaves,Extant,1,14,7.6,3,3.2,24.8,68.2,15.8,50.2,16.7,Avonet
Larvivora_tanensis,Larvivora,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.9,8.2,3.2,3.8,27.7,71.1,17.6,53,17,Avonet
Luscinia_luscinia,Luscinia,Muscicapidae,Passeriformes,Neoaves,Extant,1,17,8,3.4,3.9,26.5,89.2,26.6,68.2,23.8,Avonet
Luscinia_megarhynchos,Luscinia,Muscicapidae,Passeriformes,Neoaves,Extant,1,16,8.8,3.5,3.7,26.4,84,23.2,68.2,19.6,Avonet
Melaenornis_annamarulae,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.5,8.9,4.7,4.9,21.8,101.5,21.2,80.8,39.9,Avonet
Melaenornis_ardesiacus,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.3,10.2,4.3,5.1,22.2,85,10.9,79,29,Avonet
Melaenornis_brunneus,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.5,8,3.9,4.1,21.1,81.7,11,72,26.8,Avonet
Melaenornis_chocolatinus,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.8,8.1,3.6,4.1,19.3,82.8,12.4,72.6,23.4,Avonet
Melaenornis_edolioides,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.5,9.6,4.5,4.7,21.2,99.1,17,99,30.7,Avonet
Melaenornis_fischeri,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.7,9.4,3.8,4.6,21.9,87.3,13.1,72.7,23.4,Avonet
Melaenornis_herero,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.7,10.1,3.9,4.3,22.9,88.5,16,69.5,27.2,Avonet
Melaenornis_pammelaina,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.2,9.8,4.7,4.7,23,107.8,23.1,93.6,30.2,Avonet
Melaenornis_semipartitus,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.9,8.5,4.5,4.2,19.8,92.2,21.4,82.8,22.5,Avonet
Melaenornis_silens,Melaenornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.2,9.8,4,4.4,23.7,90.2,19.4,78,25.7,Avonet
Monticola_angolensis,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,22.9,12.4,5.2,6.1,25.6,96.8,20.2,65.4,44.4,Avonet
Monticola_brevipes,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,24,14.2,5,5,24.3,102.4,24.2,63.1,33,Avonet
Monticola_cinclorhyncha,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,22.5,12.8,4.6,5.3,23.3,99.5,27,67.2,36,Avonet
Monticola_erythronotus,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.7,10,4.2,4.8,25.8,78.4,11.4,62.8,28.3,Avonet
Monticola_explorator,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,23,13.2,4.6,5.1,32.8,100.1,25.1,61,44.4,Avonet
Monticola_gularis,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,20.4,11.2,4.4,5.8,23.8,97,30.7,64.2,34.6,Avonet
Monticola_imerina,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,21.5,12.8,4.1,5,25.9,80.3,13.5,68.9,28.3,Avonet
Monticola_rufiventris,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,25.9,13.7,5.3,6.3,26.6,120.8,29.4,98.2,53.2,Avonet
Monticola_rufocinereus,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,19.8,11.1,4.2,4.7,23.8,80.5,13.1,59.3,24,Avonet
Monticola_rupestris,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,27.2,15.5,5.3,6.2,30.4,112.1,24.8,77.7,61.4,Avonet
Monticola_saxatilis,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,25.2,14.1,4.9,5.3,27.9,120.8,43.8,62,50.3,Avonet
Monticola_semirufus,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,23.2,11.4,4.3,5.5,26,109,20.8,76.6,46.7,Avonet
Monticola_sharpei,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.1,10.3,4.1,4.6,24.3,75.5,14.1,58,24.8,Avonet
Monticola_solitarius,Monticola,Muscicapidae,Passeriformes,Neoaves,Extant,1,28.1,15.7,5.3,6,28.3,121.1,35.8,84.6,53.7,Avonet
Muscicapa_adusta,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,12.6,6.5,4.2,2.9,13.6,63.4,12.4,49.5,10.4,Avonet
Muscicapa_aquatica,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.6,7.1,4.3,3.4,13.2,67,10.1,54,11.5,Avonet
Muscicapa_cassini,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,15,8.4,4.3,3.2,13.4,67.8,11.2,55.6,17.3,Avonet
Muscicapa_dauurica,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.1,8,4.6,3.5,13.7,68.2,20.3,46.8,9.8,Avonet
Muscicapa_epulata,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,11.3,6.2,3.8,3,11.6,56.3,8.3,38.8,9.6,Avonet
Muscicapa_ferruginea,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,11.6,6.4,4.6,2.7,11.6,70,22.9,45.6,12,Avonet
Muscicapa_gambagae,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,12.6,7.1,4.2,3.5,14.7,71.9,15.1,60.2,13,Avonet
Muscicapa_griseisticta,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,11.9,6.8,4.5,3.4,14.4,84.5,28.2,47,15.9,Avonet
Muscicapa_muttui,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.9,8.7,5.1,3.7,13.1,71.4,18.8,55,12,Avonet
Muscicapa_randi,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.3,7.4,4.2,3.6,12.5,65.5,14,52,20.1,Avonet
Muscicapa_segregata,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.6,8.8,4.6,3.8,13.8,65,12.8,51.2,9.8,Avonet
Muscicapa_sethsmithi,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,10.7,5.8,3.4,2.8,10.9,56.4,10.2,42.2,9.1,Avonet
Muscicapa_sibirica,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,11.7,6.4,4.6,3.1,13.1,75.5,24.8,45.7,13.2,Avonet
Muscicapa_striata,Muscicapa,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.2,9.3,4.3,3.6,14.4,86.3,26.1,61.2,15.9,Avonet
Myiomela_cambodiana,Myiomela,Muscicapidae,Passeriformes,Neoaves,Extant,1,17,9.7,3.6,4.3,27.2,90.8,18.7,72.6,26.8,Avonet
Myiomela_diana,Myiomela,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.3,9.4,3.6,4.3,26,83,13,66,26.2,Avonet
Myiomela_leucura,Myiomela,Muscicapidae,Passeriformes,Neoaves,Extant,1,17,9.7,3.6,4.3,27.2,90.8,18.7,72.6,26.8,Avonet
Myophonus_blighi,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,24.4,14.2,5.3,6.6,34.4,99.8,10.1,74,66.6,Avonet
Myophonus_borneensis,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,30.8,17.4,6.6,9.3,45.8,143.8,20.4,90.2,89.7,Avonet
Myophonus_caeruleus,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,33.3,19.4,6.9,9.6,49.9,169.4,35,119.4,158,Avonet
Myophonus_castaneus,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,28.1,14.8,6.3,8.4,43.1,137.4,21.8,86.2,89.7,Avonet
Myophonus_glaucinus,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,28.5,16.6,5.8,8.3,43,138.8,19.5,84.6,89.7,Avonet
Myophonus_horsfieldii,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,31.5,18.2,5.9,8.3,44.2,151.1,23.9,113.2,117,Avonet
Myophonus_insularis,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,30.7,17.9,6.4,9,51.7,156,27.2,116.6,117,Avonet
Myophonus_melanurus,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,20.5,12,5.7,6.3,40,115.7,16.2,86.8,66.6,Avonet
Myophonus_robinsoni,Myophonus,Muscicapidae,Passeriformes,Neoaves,Extant,1,29.4,16.9,5.9,8.7,44.4,140.2,19.6,95,99.2,Avonet
Myrmecocichla_aethiops,Myrmecocichla,Muscicapidae,Passeriformes,Neoaves,Extant,1,23.3,13.7,5.1,6.7,35.1,111.7,17.3,73.1,56.6,Avonet
Myrmecocichla_arnotti,Myrmecocichla,Muscicapidae,Passeriformes,Neoaves,Extant,1,20.1,10.8,4.2,4.7,28.5,101.1,15.3,71.5,39.6,Avonet
Myrmecocichla_formicivora,Myrmecocichla,Muscicapidae,Passeriformes,Neoaves,Extant,1,22.2,13.5,5.2,5.7,33.1,95.8,19.2,57.2,41.6,Avonet
Myrmecocichla_melaena,Myrmecocichla,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.4,10.2,4.2,4.1,27.3,88.9,12.4,61.2,33.1,Avonet
Myrmecocichla_monticola,Myrmecocichla,Muscicapidae,Passeriformes,Neoaves,Extant,1,22.4,12.8,4.2,4.6,30,107.8,26.3,73.1,33.1,Avonet
Myrmecocichla_nigra,Myrmecocichla,Muscicapidae,Passeriformes,Neoaves,Extant,1,19.2,11.4,4.4,4.7,29.8,98,12,58.5,40.3,Avonet
Myrmecocichla_tholloni,Myrmecocichla,Muscicapidae,Passeriformes,Neoaves,Extant,1,21,12.8,5.4,6.5,33.3,100.7,20,62.7,41.6,Avonet
Niltava_davidi,Niltava,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.5,8.6,3.9,4,20.2,90.8,19.9,68.2,24.2,Avonet
Niltava_grandis,Niltava,Muscicapidae,Passeriformes,Neoaves,Extant,1,19.3,10.8,5.3,5,21.1,97.3,18.9,86.1,30.3,Avonet
Niltava_macgrigoriae,Niltava,Muscicapidae,Passeriformes,Neoaves,Extant,1,11.7,6.1,3.7,3.1,16.8,63.2,10.3,52.8,12,Avonet
Niltava_oatesi,Niltava,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.6,7.5,3.9,3.8,16.9,85.9,23,74,33,Avonet
Niltava_sumatrana,Niltava,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.1,7.5,4.7,4,17.9,85.4,22.6,70.2,20.5,Avonet
Niltava_sundara,Niltava,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.6,8.7,4.1,3.9,20.4,82,14.8,68.2,21.1,Avonet
Niltava_vivida,Niltava,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.6,7.5,3.9,3.8,16.9,85.9,23,74,33,Avonet
Oenanthe_albifrons,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.5,9.5,3.9,3.9,24.1,77,9.1,57.2,20.6,Avonet
Oenanthe_albonigra,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,20.4,11.5,3.9,4.2,25.7,97.9,26.9,65.5,25.2,Avonet
Oenanthe_bottae,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,20.4,12.9,4.3,5.4,32.7,100.4,22,60.7,19.9,Avonet
Oenanthe_chrysopygia,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.9,10.7,3.6,3.9,25.2,91.3,22.4,59.8,22.7,Avonet
Oenanthe_cypriaca,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.1,9.3,3.2,3.7,21,83,21.4,56.3,16.6,Avonet
Oenanthe_deserti,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.2,10.8,3.5,3.2,25.6,92.9,27.4,64.4,19.8,Avonet
Oenanthe_dubia,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.1,9.9,3.5,4.4,23,79.2,12.3,59.6,19.4,Avonet
Oenanthe_familiaris,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.1,9.7,3.3,3.6,24.1,82.9,16.7,60.4,19.5,Avonet
Oenanthe_finschii,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.6,10.3,3.8,3.9,25,86.4,20.5,57.8,27.4,Avonet
Oenanthe_frenata,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,22.2,12.9,4.3,5.4,34.5,96.2,23.3,59.5,19.9,Avonet
Oenanthe_fusca,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.6,10,3.9,4.1,24.6,90.2,18.1,69.7,12.7,Avonet
Oenanthe_heuglinii,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.6,9.7,4,3.9,26.8,87.2,21.9,57.3,19.9,Avonet
Oenanthe_hispanica,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.7,9.1,3.5,3.6,22.4,87.6,23.2,59.3,15,Avonet
Oenanthe_isabellina,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,19.7,10.9,4,4.3,29.5,96.9,28,58,29.4,Avonet
Oenanthe_leucopyga,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,20.8,10.6,4,4.3,26.3,100.8,27.1,70.1,27.9,Avonet
Oenanthe_leucura,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,22.3,12.1,4.1,4.4,27.1,96.9,20.9,66.6,41,Avonet
Oenanthe_lugens,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,18.2,10.3,3.7,4.1,24.5,85.7,20.7,58.6,22.4,Avonet
Oenanthe_melanura,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.6,9.8,3.5,3.5,23,82.2,16.7,63.4,15.2,Avonet
Oenanthe_moesta,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,20,11.1,4.2,4.4,27.4,87.4,18.9,64.3,30.2,Avonet
Oenanthe_monacha,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,21.8,12.6,4,3.8,24.1,102,29.6,72.3,21.6,Avonet
Oenanthe_oenanthe,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.9,9.9,3.7,3.7,27.3,95.1,30.5,56.7,25.4,Avonet
Oenanthe_phillipsi,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.4,9.5,3.3,3.5,24.5,81.7,15.2,49.8,19.6,Avonet
Oenanthe_picata,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.3,9.6,3.6,3.8,23.8,90.2,21.5,64.9,21.6,Avonet
Oenanthe_pileata,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,20.2,11.8,4.5,4.7,32,93.4,22.8,60.1,26.8,Avonet
Oenanthe_pleschanka,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.4,9,3.2,3.5,22.6,92.8,26.4,60.4,19.4,Avonet
Oenanthe_scotocerca,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.8,8.7,3.5,3.8,20.6,68.4,10.5,54.8,16,Avonet
Oenanthe_seebohmi,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.9,9.9,3.7,3.7,27.3,95.1,30.5,56.7,25.4,Avonet
Oenanthe_xanthoprymna,Oenanthe,Muscicapidae,Passeriformes,Neoaves,Extant,1,17.1,10.1,3.6,4,23.5,90.2,23,58.4,22.7,Avonet
Oreocossypha_isabellae,Oreocossypha,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.5,9.2,4.3,4.3,29.5,73.6,9.7,53.2,24,Avonet
Phoenicurus_alaschanicus,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,15,8.3,3.4,3.5,22.5,89.6,16.7,81,16.8,Avonet
Phoenicurus_auroreus,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,14,8.2,3.2,3.4,22.2,72.5,14.8,65.9,16.2,Avonet
Phoenicurus_bicolor,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.3,7.8,3.1,3.8,24.4,69.2,14.6,57.2,23,Avonet
Phoenicurus_coeruleocephala,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.2,7.3,2.9,3.1,21.6,78.7,15.6,63.6,14.9,Avonet
Phoenicurus_erythrogastrus,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.6,8.5,3.5,3.6,26.2,96.6,22.9,74,24.5,Avonet
Phoenicurus_erythronotus,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.3,7.8,3.1,3.2,23.2,85.2,17.8,71.2,18.5,Avonet
Phoenicurus_frontalis,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.1,7.4,3.1,3.2,22.1,84.5,19.4,69,15.8,Avonet
Phoenicurus_fuliginosus,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.1,7.3,3.3,3.2,22.7,73.6,18.8,52.8,20.3,Avonet
Phoenicurus_hodgsoni,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.5,7.8,3.3,3.2,23.2,82,16.6,68.2,17,Avonet
Phoenicurus_leucocephalus,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.6,8.8,3.5,3.7,27.6,89.6,17.2,73,30,Avonet
Phoenicurus_moussieri,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.5,7.8,3,2.8,23.2,64,10,50.5,14.9,Avonet
Phoenicurus_ochruros,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.4,8.1,2.8,2.9,22.4,83.1,19.2,60.4,16.5,Avonet
Phoenicurus_phoenicurus,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.9,7.8,3.3,3.4,21.6,77.9,20.2,58,14.6,Avonet
Phoenicurus_schisticeps,Phoenicurus,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.3,7.2,3.1,3.3,22.2,80.6,15.3,73.6,18.1,Avonet
Pinarochroa_sordida,Pinarochroa,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.8,8.5,3.3,3.5,27.9,74.7,9.9,51.6,21,Avonet
Pinarornis_plumosus,Pinarornis,Muscicapidae,Passeriformes,Neoaves,Extant,1,22.8,12.1,5,5.2,27.3,115,17.4,127,65.8,Avonet
Pogonocichla_stellata,Pogonocichla,Muscicapidae,Passeriformes,Neoaves,Extant,1,16,8.6,4,3.5,25.4,79.1,14.2,63.2,18.6,Avonet
Saxicola_caprata,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.9,7.7,3.6,3.8,20.9,70.1,10.7,51.5,15.2,Avonet
Saxicola_dacotiae,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.7,9.2,3.6,3.3,22,60.8,10.5,46,12.2,Avonet
Saxicola_ferreus,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.5,8.2,3.9,3.8,20.8,66.3,12.3,59.4,14.7,Avonet
Saxicola_gutturalis,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.6,9.2,3.4,4.1,24.4,71.4,11.4,67.8,15.3,Avonet
Saxicola_insignis,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.5,9.7,3.7,3.9,25.6,87.9,21,57.8,15.3,Avonet
Saxicola_jerdoni,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.6,8.8,4.1,3.5,21.1,67,9.5,64.9,15.3,Avonet
Saxicola_leucurus,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.1,7.6,3.7,3.4,20.9,67.9,13.4,48,14.1,Avonet
Saxicola_macrorhynchus,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.1,9.3,3.3,3.3,23.5,75.1,15.3,54.6,15.3,Avonet
Saxicola_rubetra,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.7,8,3.6,3.8,22.3,76.5,20.4,47.3,16.6,Avonet
Saxicola_tectes,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,12.6,7.3,3.6,3.1,22.5,62.8,13.6,47.5,12.6,Avonet
Saxicola_torquatus,Saxicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.3,7.9,3.5,3.4,21.9,67.3,14,48.3,14.1,Avonet
Saxicoloides_fulicatus,Saxicoloides,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.8,9.4,3.3,3.4,25.2,72,5.6,68.2,16.6,Avonet
Sheppardia_aequatorialis,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,12.9,7.1,3.7,3.7,20.9,67.2,9.4,50.2,16.8,Avonet
Sheppardia_aurantiithorax,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.2,7.8,4.5,3.6,29,73.5,10.2,52.9,18.4,Avonet
Sheppardia_bocagei,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.6,8.1,4,4,26.2,78.7,12,68.2,18.3,Avonet
Sheppardia_cyornithopsis,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.7,7.8,4.2,3.7,22.1,70.5,9.8,51.7,18.4,Avonet
Sheppardia_gabela,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,12.6,7.1,4,3.3,20.9,65.5,10.5,52,11,Avonet
Sheppardia_gunningi,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.2,7.8,3.9,3.7,22.5,67.1,11.3,50.7,17.3,Avonet
Sheppardia_lowei,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,14.9,8.1,3.8,4,29.6,69.3,8.4,56.6,18.4,Avonet
Sheppardia_montana,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.5,8,3.8,3.9,29.7,73.8,9.9,55,21.8,Avonet
Sheppardia_poensis,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,15.6,8.1,4,4,25.8,69.3,12,47,18.3,Avonet
Sheppardia_polioptera,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.8,8.8,4.6,4.1,24.5,78.8,11.5,62.9,18.7,Avonet
Sheppardia_sharpei,Sheppardia,Muscicapidae,Passeriformes,Neoaves,Extant,1,13.4,7.4,4,3.4,22.2,66,12.5,53,14.7,Avonet
Sholicola_albiventris,Sholicola,Muscicapidae,Passeriformes,Neoaves,Extant,1,16.7,9.2,3.8,3.8,27.6,75.2,8.6,63.7,38.5,Avonet
