species,genus,family,order,superorder,status,flight_ability,beak_length_culmen,beak_length_nares,beak_width,beak_depth,tarsus_length,wing_length,kipps_distance,tail_length,body_mass,reference_id
Hamirostra_melanosternon,Hamirostra,Accipitridae,Accipitriformes,Neoaves,Extant,1,40.1,23.8,12.7,16.3,53,472.6,244.5,233,1196,Avonet
Harpagus_bidentatus,Harpagus,Accipitridae,Accipitriformes,Neoaves,Extant,1,23.7,14.6,11.3,13.5,43.1,210.3,64.6,161.1,215.3,Avonet
Harpagus_diodon,Harpagus,Accipitridae,Accipitriformes,Neoaves,Extant,1,23.2,13.8,10.7,13.5,34.2,201.4,62.5,158.6,200,Avonet
Harpia_harpyja,Harpia,Accipitridae,Accipitriformes,Neoaves,Extant,1,70.8,41,17.2,36.4,102.4,569.5,262.7,442,4800,Avonet
Harpyopsis_novaeguineae,Harpyopsis,Accipitridae,Accipitriformes,Neoaves,Extant,1,60,39.8,18.2,33.2,133.8,426.2,72.2,377,1959.6,Avonet
Helicolestes_hamatus,Helicolestes,Accipitridae,Accipitriformes,Neoaves,Extant,1,34.8,26.1,10.9,11.6,46,290.3,64.5,125.5,425.5,Avonet
Henicopernis_infuscatus,Henicopernis,Accipitridae,Accipitriformes,Neoaves,Extant,1,30.8,20.5,10.1,15.3,41.4,337,127,253,571.2,Avonet
Henicopernis_longicauda,Henicopernis,Accipitridae,Accipitriformes,Neoaves,Extant,1,31.7,21.6,11.2,14.3,50.4,394.6,157.2,301.4,571.2,Avonet
Hieraaetus_ayresii,Hieraaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,33.5,20.5,11.7,17.8,68.2,383.5,130,210,806.1,Avonet
Hieraaetus_morphnoides,Hieraaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,35.7,20.6,10.9,18.1,54.5,364.8,161.2,205.2,775.1,Avonet
Hieraaetus_pennatus,Hieraaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,33.8,19.1,10.1,17,65.3,361.8,151.3,198,823.8,Avonet
Hieraaetus_wahlbergi,Hieraaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,39.3,23.9,12.1,17.4,71.1,413.8,174.8,216.8,640,Avonet
Hieraaetus_weiskei,Hieraaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,30.4,18.9,10,17,55,337,111.5,172,775.1,Avonet
Icthyophaga_humilis,Icthyophaga,Accipitridae,Accipitriformes,Neoaves,Extant,1,49.5,27.1,13.6,18.6,63,353.2,116.3,182.8,782,Avonet
Icthyophaga_ichthyaetus,Icthyophaga,Accipitridae,Accipitriformes,Neoaves,Extant,1,66.1,36,16.8,25.7,81.7,471.2,134.6,268.8,1590,Avonet
Ictinaetus_malaiensis,Ictinaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,51.5,26.1,13.7,18.6,68.7,552.8,240.5,314.4,1028,Avonet
Ictinia_mississippiensis,Ictinia,Accipitridae,Accipitriformes,Neoaves,Extant,1,23,14.7,11,12.3,37,291.8,156.5,150.2,276,Avonet
Ictinia_plumbea,Ictinia,Accipitridae,Accipitriformes,Neoaves,Extant,1,23.9,15.1,10.8,13.4,33.2,285.6,117.8,134.8,249.9,Avonet
Kaupifalco_monogrammicus,Kaupifalco,Accipitridae,Accipitriformes,Neoaves,Extant,1,29.3,15.8,10.1,12.8,53.1,217.4,70.4,142.6,278.9,Avonet
Leptodon_cayanensis,Leptodon,Accipitridae,Accipitriformes,Neoaves,Extant,1,33.9,22.4,11.5,16,38.5,302.8,57,221.8,474,Avonet
Leptodon_forbesi,Leptodon,Accipitridae,Accipitriformes,Neoaves,Extant,1,36.2,23.3,12.2,17.4,43.1,316.2,89.4,233.4,577,Avonet
Leucopternis_kuhli,Leucopternis,Accipitridae,Accipitriformes,Neoaves,Extant,1,30.4,18.3,11.4,15,56.2,207.6,54.5,148.6,352.1,Avonet
Leucopternis_melanops,Leucopternis,Accipitridae,Accipitriformes,Neoaves,Extant,1,29.6,18.3,11.1,15.3,56.5,210.8,60.5,130,312,Avonet
Leucopternis_semiplumbeus,Leucopternis,Accipitridae,Accipitriformes,Neoaves,Extant,1,28.8,17.1,9.7,14.9,53.8,191,47.7,123.8,285,Avonet
Lophaetus_occipitalis,Lophaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,46.6,23.6,11.1,17.4,93.3,373.6,116.1,201.4,1067,Avonet
Lophoictinia_isura,Lophoictinia,Accipitridae,Accipitriformes,Neoaves,Extant,1,45.2,28.2,15.1,18.6,71.6,471.2,227,224.2,579.4,Avonet
Lophotriorchis_kienerii,Lophotriorchis,Accipitridae,Accipitriformes,Neoaves,Extant,1,46.1,20.5,11.9,17.2,53.5,366.2,127.6,216.3,799,Avonet
Macheiramphus_alcinus,Macheiramphus,Accipitridae,Accipitriformes,Neoaves,Extant,1,45.1,15.1,9,12.7,54.2,360.2,179,189.8,650,Avonet
Megatriorchis_doriae,Megatriorchis,Accipitridae,Accipitriformes,Neoaves,Extant,1,35.1,19.9,11.6,16.7,80,290.5,75.6,257.5,1000,Avonet
Melierax_canorus,Melierax,Accipitridae,Accipitriformes,Neoaves,Extant,1,33.5,18.8,11.1,23.8,100.6,353,141.5,230,663.3,Avonet
Melierax_metabates,Melierax,Accipitridae,Accipitriformes,Neoaves,Extant,1,32.5,18.6,11,17.5,85.6,317.6,111.8,216,674.5,Avonet
Melierax_poliopterus,Melierax,Accipitridae,Accipitriformes,Neoaves,Extant,1,33.3,19.2,12.1,23.6,88.4,305.8,113.7,203.6,629.9,Avonet
Micronisus_gabar,Micronisus,Accipitridae,Accipitriformes,Neoaves,Extant,1,20.2,11.5,7.8,11,47.2,187,64.6,147.5,169.6,Avonet
Milvus_aegyptius,Milvus,Accipitridae,Accipitriformes,Neoaves,Extant,1,40,22.4,13,17.4,51.4,457.4,219.9,269.5,734.1,Avonet
Milvus_migrans,Milvus,Accipitridae,Accipitriformes,Neoaves,Extant,1,40,22.4,13,17.4,51.4,457.4,219.9,269.5,734.1,Avonet
Milvus_milvus,Milvus,Accipitridae,Accipitriformes,Neoaves,Extant,1,40.2,26.6,13.2,18.7,52.9,481.5,241.6,317.3,1071.8,Avonet
Morphnarchus_princeps,Morphnarchus,Accipitridae,Accipitriformes,Neoaves,Extant,1,43.5,28.6,13.8,20.4,86.5,364.7,107.4,192.7,1000,Avonet
Morphnus_guianensis,Morphnus,Accipitridae,Accipitriformes,Neoaves,Extant,1,48.4,30.3,14.6,22.8,85.3,464.8,107.1,372.8,1750,Avonet
Necrosyrtes_monachus,Necrosyrtes,Accipitridae,Accipitriformes,Neoaves,Extant,1,63.9,42.5,13.6,15.2,78.7,471.4,181.5,223,2043,Avonet
Neophron_percnopterus,Neophron,Accipitridae,Accipitriformes,Neoaves,Extant,1,61.7,33,10.4,13.5,77.2,490.8,236,247.2,2082,Avonet
Nisaetus_alboniger,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,48,24.3,12.9,20.3,77.1,325.2,82,239.5,830,Avonet
Nisaetus_bartelsi,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,42.7,27.8,14,21.3,100.3,378,83.4,228.4,830,Avonet
Nisaetus_cirrhatus,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,49.9,25.8,12.6,21.7,97.7,414.6,115.8,289.8,1475.1,Avonet
Nisaetus_floris,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,41.7,26.5,12.8,21.6,113.9,436.7,115.9,229.3,1475.1,Avonet
Nisaetus_lanceolatus,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,39.3,26.8,12.8,21.6,90.5,373,90.5,261.8,1168,Avonet
Nisaetus_nanus,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,44.2,21.6,11.3,17.3,75.5,312.7,79.8,240.8,557.8,Avonet
Nisaetus_nipalensis,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,44.2,28,13.1,23.5,101.2,423.7,107,286.4,3005,Avonet
Nisaetus_philippensis,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,38.9,25.5,12.2,20.5,92,355.2,93.8,253.4,1168,Avonet
Nisaetus_pinskeri,Nisaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,43.2,24.6,12.9,20.9,89.7,349,73.1,248,1168,Avonet
Parabuteo_leucorrhous,Parabuteo,Accipitridae,Accipitriformes,Neoaves,Extant,1,29,17,9.8,14.2,62.6,241,65.5,171.6,290,Avonet
Parabuteo_unicinctus,Parabuteo,Accipitridae,Accipitriformes,Neoaves,Extant,1,34.4,21.4,11.4,16.6,81.6,320.8,99.8,222,850.3,Avonet
Pernis_apivorus,Pernis,Accipitridae,Accipitriformes,Neoaves,Extant,1,34.8,19.1,11.7,13.7,43.9,407.4,154.2,253.2,754.4,Avonet
Pernis_celebensis,Pernis,Accipitridae,Accipitriformes,Neoaves,Extant,1,31,16.9,10.8,14.6,41.2,350.2,96.8,246.2,722,Avonet
Pernis_ptilorhynchus,Pernis,Accipitridae,Accipitriformes,Neoaves,Extant,1,55.9,21.4,13.1,15.4,49,413.6,130.7,263.8,1141.1,Avonet
Pernis_steerei,Pernis,Accipitridae,Accipitriformes,Neoaves,Extant,1,33.9,20.9,11.6,15.1,42.6,378.5,113.2,257.2,722,Avonet
Pithecophaga_jefferyi,Pithecophaga,Accipitridae,Accipitriformes,Neoaves,Extant,1,85.3,57,20.8,49.6,133.8,585.8,178.7,423,5175.3,Avonet
Polemaetus_bellicosus,Polemaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,54.3,34.7,16.8,28.7,112.4,571.6,205.8,256,3964.5,Avonet
Polyboroides_radiatus,Polyboroides,Accipitridae,Accipitriformes,Neoaves,Extant,1,36.8,20.9,10,16.1,89.9,397.4,112.2,298,633.2,Avonet
Polyboroides_typus,Polyboroides,Accipitridae,Accipitriformes,Neoaves,Extant,1,39.1,21.3,10.3,16.6,88.1,443.1,157,289.9,633.2,Avonet
Pseudastur_albicollis,Pseudastur,Accipitridae,Accipitriformes,Neoaves,Extant,1,38.8,24.8,14.2,19.6,82.9,358.3,93.2,216.8,703.7,Avonet
Pseudastur_occidentalis,Pseudastur,Accipitridae,Accipitriformes,Neoaves,Extant,1,36,22.9,12.4,18.5,76.2,346.2,97.8,192,660,Avonet
Pseudastur_polionotus,Pseudastur,Accipitridae,Accipitriformes,Neoaves,Extant,1,38.4,24.2,12.8,19.7,84.6,365.8,111.5,188.2,703.7,Avonet
Rostrhamus_sociabilis,Rostrhamus,Accipitridae,Accipitriformes,Neoaves,Extant,1,33.1,23.8,11.1,11.3,49.9,344.8,134.8,169.3,366.9,Avonet
Rupornis_magnirostris,Rupornis,Accipitridae,Accipitriformes,Neoaves,Extant,1,26.4,17.4,10.4,13.4,61.5,220.9,64.9,159.1,269,Avonet
Sarcogyps_calvus,Sarcogyps,Accipitridae,Accipitriformes,Neoaves,Extant,1,68.5,46.9,23,33.9,115,570,252.8,229.2,4469.9,Avonet
Spilornis_cheela,Spilornis,Accipitridae,Accipitriformes,Neoaves,Extant,1,45.6,30.1,14.4,20.8,82.2,373.7,112.6,237.4,597.7,Avonet
Spilornis_elgini,Spilornis,Accipitridae,Accipitriformes,Neoaves,Extant,1,37.5,26.7,12.8,18.4,76.1,365.4,106.8,215.6,895,Avonet
Spilornis_holospilus,Spilornis,Accipitridae,Accipitriformes,Neoaves,Extant,1,37.5,27,12.2,18,75,340.1,103.8,221.7,705,Avonet
Spilornis_kinabaluensis,Spilornis,Accipitridae,Accipitriformes,Neoaves,Extant,1,34.6,24,13.4,16.8,72.6,368.5,107,227.5,597.7,Avonet
Spilornis_klossi,Spilornis,Accipitridae,Accipitriformes,Neoaves,Extant,1,38.2,28.9,13.5,18.8,74.7,297.2,87.8,198.2,450,Avonet
Spilornis_rufipectus,Spilornis,Accipitridae,Accipitriformes,Neoaves,Extant,1,34.6,25.1,13.3,17.4,64.3,328.6,105.5,214.4,705,Avonet
Spizaetus_isidori,Spizaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,51.3,33.2,15.9,25.8,113.4,484.4,120.1,299,1197.4,Avonet
Spizaetus_melanoleucus,Spizaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,40.9,23.9,12.8,20.7,72.1,400.6,124.3,249,850,Avonet
Spizaetus_ornatus,Spizaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,39.1,23.7,12.3,20.2,93.8,353,59.1,289.5,1197.4,Avonet
Spizaetus_tyrannus,Spizaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,42.3,24.9,12.1,21,80.4,384.4,68.6,334.4,1007.1,Avonet
Stephanoaetus_coronatus,Stephanoaetus,Accipitridae,Accipitriformes,Neoaves,Extant,1,53.3,36.1,16.7,29,94,496.4,111.5,367.1,3640,Avonet
Terathopius_ecaudatus,Terathopius,Accipitridae,Accipitriformes,Neoaves,Extant,1,52.5,35.9,16.3,25.3,65.1,500.4,233.2,109,2200,Avonet
Torgos_tracheliotos,Torgos,Accipitridae,Accipitriformes,Neoaves,Extant,1,89.1,64,30.4,45.5,138.4,711.4,276.8,339.2,6969,Avonet
Trigonoceps_occipitalis,Trigonoceps,Accipitridae,Accipitriformes,Neoaves,Extant,1,72.1,49.3,23.8,33.5,115.9,618,265,250,3016,Avonet
Urotriorchis_macrourus,Urotriorchis,Accipitridae,Accipitriformes,Neoaves,Extant,1,35.4,19.6,13.3,16.5,78.9,286.5,68.2,373.8,492,Avonet
Pandion_haliaetus,Pandion,Pandionidae,Accipitriformes,Neoaves,Extant,1,47,27.7,17.3,19.6,49.8,468.4,204.8,201.3,1483.2,Avonet
Sagittarius_serpentarius,Sagittarius,Sagittariidae,Accipitriformes,Neoaves,Extant,1,59.4,40.2,19,24.1,269.9,615.5,250.2,551.8,4017,Avonet
Aix_galericulata,Aix,Anatidae,Anseriformes,Galloanserae,Extant,1,33,20.9,13.5,10.6,34.8,222.2,111.1,94.6,567,Avonet
Aix_sponsa,Aix,Anatidae,Anseriformes,Galloanserae,Extant,1,38.6,24.7,15.1,11.4,32.9,220.5,108.5,106.8,657.6,Avonet
Alopochen_aegyptiaca,Alopochen,Anatidae,Anseriformes,Galloanserae,Extant,1,51.6,30.1,20.8,16.7,75.8,356,143,128.8,1873,Avonet
Amazonetta_brasiliensis,Amazonetta,Anatidae,Anseriformes,Galloanserae,Extant,1,38.9,28.4,14.9,12.8,32.2,180.6,61.9,90.1,500,Avonet
Anas_acuta,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,48.1,31.9,14.5,14.8,36.9,256.7,148.4,124.7,944.6,Avonet
Anas_albogularis,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,35.1,28,13.9,12.2,29.7,186.8,83.2,61.8,488.1,Avonet
Anas_andium,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,40.1,32.8,14.8,12.6,31.8,224.2,101.7,82.2,434,Avonet
Anas_aucklandica,Anas,Anatidae,Anseriformes,Galloanserae,Extant,0,44.8,27.3,13.7,12.5,33.6,134.8,49.2,75.2,499.1,Avonet
Anas_bahamensis,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,41.5,31.8,15,12.8,34.1,205.5,92.3,87.2,490,Avonet
Anas_bernieri,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,35.3,27.4,13.2,11.1,31.5,194.7,73,77,378.5,Avonet
Anas_capensis,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,39.6,31.4,14.8,13.4,32.8,193.2,93.6,62,402,Avonet
Anas_carolinensis,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,34.4,28.7,11.7,11.4,26,175.2,92.4,60.8,341.9,Avonet
Anas_castanea,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,37.7,28.6,15,12.4,33.9,202,95.1,87.7,624,Avonet
Anas_chlorotis,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,42.7,31.4,18.2,14.2,35.6,196.6,94.1,77.8,499.1,Avonet
Anas_crecca,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,35.8,29.6,12.1,11.4,25.9,180.4,96.6,61.2,341.9,Avonet
Anas_eatoni,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,31.6,24.3,10.3,11.9,27.5,203.2,111.8,82.5,944.6,Avonet
Anas_erythrorhyncha,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,43.8,32.3,15.9,13.9,33,215,97.6,77.2,558.8,Avonet
Anas_flavirostris,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,35.3,27.8,13.3,11.7,27.8,191,93.3,74.4,434,Avonet
Anas_fulvigula,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,59.2,42.4,21.9,15.9,40.5,244.5,119.2,85.2,843.4,Avonet
Anas_georgica,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,34.3,25.7,13,13.1,31.3,205.6,97,89.4,623.8,Avonet
Anas_gibberifrons,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,36.6,28,14.4,11.5,32.1,193.4,85.2,78.6,488.1,Avonet
Anas_gracilis,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,39.2,30.1,15.3,12,32.9,192.2,91.8,72,488.1,Avonet
Anas_laysanensis,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,43.2,28.9,13.6,11,34.4,198.5,84,86,843.4,Avonet
Anas_luzonica,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,54.6,38.3,20.1,14.3,39.2,237,105.2,84.2,832,Avonet
Anas_melleri,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,62.1,42.9,23.3,15.4,39,245.6,113.8,91,959.2,Avonet
Anas_nesiotis,Anas,Anatidae,Anseriformes,Galloanserae,Extant,0,34,24.4,11.9,11.2,32.2,122,42.6,72,499.1,Avonet
Anas_platyrhynchos,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,58.5,41,20.8,17.8,40.6,263.4,133.5,86.9,843.4,Avonet
Anas_poecilorhyncha,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,61.9,40.9,21.1,15.6,43.5,272,128,99.6,1000,Avonet
Anas_rubripes,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,59.4,42,20.4,17,41.9,267.2,136.5,73.5,1241,Avonet
Anas_sparsa,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,48.4,33.1,20.1,13.8,38.3,247.4,107.5,112.4,981.5,Avonet
Anas_superciliosa,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,57.5,40.4,20,15.8,39.2,251.2,118.8,78,882.8,Avonet
Anas_undulata,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,53.3,36.6,18.7,13.9,37.1,240.6,103.2,96,1008,Avonet
Anas_wyvilliana,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,47.2,33.3,15.8,13.6,34,220,101.8,69.8,843.4,Avonet
Anas_zonorhyncha,Anas,Anatidae,Anseriformes,Galloanserae,Extant,1,59.9,41.3,20.9,15.8,39.8,268.2,132.2,87.2,1156,Avonet
Anser_albifrons,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,48.7,27.6,18.4,17.5,65,408.2,213.8,123.5,2506.4,Avonet
Anser_anser,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,61.2,31.8,22.5,21.6,76.2,435.7,204.7,136.1,3302.4,Avonet
Anser_brachyrhynchus,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,48.9,26.2,18.7,15.2,74,432.2,210.8,140.6,2642,Avonet
Anser_caerulescens,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,61.8,36,19.4,24.7,76.7,411.8,214.5,123.5,2636.2,Avonet
Anser_canagicus,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,42.3,23.2,20,17.5,64.9,374,181,108,2136.5,Avonet
Anser_cygnoid,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,92.7,42.5,24.2,19.9,76.1,422.2,195,122.8,3511.9,Avonet
Anser_erythropus,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,40.9,21.6,15.5,13.7,61.2,369,195.5,112.4,1755.5,Avonet
Anser_fabalis,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,72.7,40.3,22.1,22.9,77.2,448.6,225.4,133.9,2754.7,Avonet
Anser_indicus,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,49.9,25.2,19.8,14,70.8,437.8,215.2,132.6,2212.6,Avonet
Anser_rossii,Anser,Anatidae,Anseriformes,Galloanserae,Extant,1,38.1,22.4,13.8,15.7,58.8,346,188.2,102.8,1636,Avonet
Asarcornis_scutulata,Asarcornis,Anatidae,Anseriformes,Galloanserae,Extant,1,65.1,43.5,22.9,18.5,53.9,341.6,124.8,119.6,2937.4,Avonet
Aythya_affinis,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,47.3,29.4,19.6,13.4,34.9,198.2,101,53.4,819.5,Avonet
Aythya_americana,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,49.7,33,18.8,14.6,35.7,218.6,104.6,56,1075.7,Avonet
Aythya_australis,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,45.6,29.1,20.3,15.5,33.7,213.6,100.1,56,869.4,Avonet
Aythya_baeri,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,44.7,31,20.8,14.1,31.7,201.8,97.6,58.2,681.2,Avonet
Aythya_collaris,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,51.4,29.9,18.9,13.6,33.2,194.8,92.6,57.6,704.6,Avonet
Aythya_ferina,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,50.5,30.5,17.9,13.7,35,208.6,104.4,53.7,823,Avonet
Aythya_fuligula,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,43.9,27.6,19.5,13.2,31.3,196.9,99,53.4,701.2,Avonet
Aythya_innotata,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,50.8,30.2,20.1,12.4,32.9,187.2,87,63.2,685,Avonet
Aythya_marila,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,47.8,29.7,22.9,14.3,34.2,213.5,104.1,53.5,1005.4,Avonet
Aythya_novaeseelandiae,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,38.2,26.3,18.9,13,28.4,177,85.3,49,682,Avonet
Aythya_nyroca,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,41.2,27.5,18.4,12.5,28.6,182.5,89.1,53,574,Avonet
Aythya_valisineria,Aythya,Anatidae,Anseriformes,Galloanserae,Extant,1,58.5,37,18.8,13.4,37.9,223.5,93.4,52.8,1202,Avonet
Biziura_lobata,Biziura,Anatidae,Anseriformes,Galloanserae,Extant,1,41.6,23.4,28.2,18.1,46.6,211.5,85.9,105.2,1928.5,Avonet
Branta_bernicla,Branta,Anatidae,Anseriformes,Galloanserae,Extant,1,40.7,21.5,14.8,13.5,55.2,319.6,167.7,94,1277.9,Avonet
Branta_canadensis,Branta,Anatidae,Anseriformes,Galloanserae,Extant,1,50,28.2,19.9,15.3,73.3,422.9,206.5,121.6,2811.7,Avonet
Branta_hutchinsii,Branta,Anatidae,Anseriformes,Galloanserae,Extant,1,42.1,20.9,17.1,12.3,71,396.3,176.6,120.7,2811.7,Avonet
Branta_leucopsis,Branta,Anatidae,Anseriformes,Galloanserae,Extant,1,39,20.3,16.1,11.7,64.3,381.8,199.8,121,1684,Avonet
Branta_ruficollis,Branta,Anatidae,Anseriformes,Galloanserae,Extant,1,28.5,14.9,14.1,10.8,54.9,345.6,183.8,101,1226.5,Avonet
Branta_sandvicensis,Branta,Anatidae,Anseriformes,Galloanserae,Extant,1,43.8,21.1,16.8,13.5,80.9,364,146.8,141.6,2044.1,Avonet
Bucephala_albeola,Bucephala,Anatidae,Anseriformes,Galloanserae,Extant,1,28.8,18.9,12.9,9.9,30.1,160.8,75,65.4,397.5,Avonet
Bucephala_clangula,Bucephala,Anatidae,Anseriformes,Galloanserae,Extant,1,38.1,17.7,16.1,11.9,34.1,208.7,105.4,82,918.6,Avonet
Bucephala_islandica,Bucephala,Anatidae,Anseriformes,Galloanserae,Extant,1,34.9,18.2,16.6,12.7,38.2,221.7,103,86,921.2,Avonet
Cairina_moschata,Cairina,Anatidae,Anseriformes,Galloanserae,Extant,1,65.9,38.7,22.6,15.7,56.2,345,124,160.2,2415.8,Avonet
Callonetta_leucophrys,Callonetta,Anatidae,Anseriformes,Galloanserae,Extant,1,38.8,29,13.1,11.6,27.8,169,72.2,58,362.8,Avonet
Cereopsis_novaehollandiae,Cereopsis,Anatidae,Anseriformes,Galloanserae,Extant,1,47.4,24.5,20.6,22.8,101.3,470.8,155.8,153.2,3560,Avonet
Chenonetta_jubata,Chenonetta,Anatidae,Anseriformes,Galloanserae,Extant,1,36.5,15.3,13.6,9.7,47.8,258.8,121.2,93.7,807.5,Avonet
Chloephaga_hybrida,Chloephaga,Anatidae,Anseriformes,Galloanserae,Extant,1,34.2,18.7,16.6,13.5,53.5,358,131.5,131.8,2281.8,Avonet
Chloephaga_melanoptera,Chloephaga,Anatidae,Anseriformes,Galloanserae,Extant,1,40.7,19.7,17.6,14.5,74.4,431.7,152.8,137.3,2037,Avonet
Chloephaga_picta,Chloephaga,Anatidae,Anseriformes,Galloanserae,Extant,1,40.1,21,18,14.7,72.5,412.2,178.2,138.2,2880.4,Avonet
Chloephaga_poliocephala,Chloephaga,Anatidae,Anseriformes,Galloanserae,Extant,1,30.9,16.2,14.1,12,55.2,345.4,147,119,2007.1,Avonet
Chloephaga_rubidiceps,Chloephaga,Anatidae,Anseriformes,Galloanserae,Extant,1,30.5,15.3,13,11.2,56.2,325.6,143.2,109.4,2086,Avonet
Clangula_hyemalis,Clangula,Anatidae,Anseriformes,Galloanserae,Extant,1,32.1,19.2,16,11.9,33.1,215.6,108.5,130.8,871,Avonet
Coscoroba_coscoroba,Coscoroba,Anatidae,Anseriformes,Galloanserae,Extant,1,63.8,40.3,27.1,19.2,81.9,421.2,180.5,130,4294.8,Avonet
Cyanochen_cyanoptera,Cyanochen,Anatidae,Anseriformes,Galloanserae,Extant,1,31,20.8,16.4,13.3,56.2,326.2,118,112.5,1520,Avonet
Cygnus_atratus,Cygnus,Anatidae,Anseriformes,Galloanserae,Extant,1,71.4,39.9,24.4,20.8,86.9,459.2,206,106.2,5623.2,Avonet
Cygnus_buccinator,Cygnus,Anatidae,Anseriformes,Galloanserae,Extant,1,107.6,52.9,33.6,27.7,108.8,625.5,267,178,11071.1,Avonet
Cygnus_columbianus,Cygnus,Anatidae,Anseriformes,Galloanserae,Extant,1,101.9,41.1,30.4,20,93.8,538.2,243.8,162.2,6378,Avonet
Cygnus_cygnus,Cygnus,Anatidae,Anseriformes,Galloanserae,Extant,1,102.4,45,29.7,21.7,102,582,260.5,171.5,9350,Avonet
Cygnus_melancoryphus,Cygnus,Anatidae,Anseriformes,Galloanserae,Extant,1,78.2,39.7,23.6,17.6,79.3,411.8,170.8,121.8,4711.7,Avonet
Cygnus_olor,Cygnus,Anatidae,Anseriformes,Galloanserae,Extant,1,96.1,56.7,31,26.4,96.1,581.5,244.9,198.1,10682,Avonet
Dendrocygna_arborea,Dendrocygna,Anatidae,Anseriformes,Galloanserae,Extant,1,52.9,37.8,19.6,17.2,65.5,256.5,77.2,72.8,1150,Avonet
Dendrocygna_arcuata,Dendrocygna,Anatidae,Anseriformes,Galloanserae,Extant,1,42,29.2,15.4,14.1,45.4,186,58.2,49.8,796.2,Avonet
Dendrocygna_autumnalis,Dendrocygna,Anatidae,Anseriformes,Galloanserae,Extant,1,50.8,34.6,18.3,16.1,52.7,240.8,79.1,66,755.3,Avonet
