species,hum_tl,hum_pw,hum_dw,uln_tl,uln_pw,uln_dw,cmc_tl,cmc_pw,cmc_dw,fem_tl,fem_pw,fem_dw,tbt_tl,tbt_pw,tbt_dw,tmt_tl,tmt_pw,tmt_dw,ubeak_cl,ubeak_ns,ubeak_wd,ubeak_dp,reference_id
Accipiter_efficax,NA,NA,NA,99.03,NA,NA,51.43,NA,NA,NA,NA,NA,NA,NA,NA,78,6.7,14.2,NA,NA,NA,NA,Balouet_1989
Accipiter_quartus,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,7.4,7.9,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,Balouet_1989
Aegolius_gradyi,43.65,8,7.8,47,NA,NA,21.25,NA,NA,35.8,6.65,6.4,NA,NA,5.83,23.43,5.6,6.1,NA,NA,NA,NA,Olson_2012b
Aegotheles_novazelandiae,32.135,7.76,6.345,35.35,4.8,3.3,19.2,6,3.8,28.16,5.395,5.545,61.25,5.215,4.85,43.4,5.16,5.12,NA,NA,NA,NA,Rich_1977
Aepyornis_hildebrandti,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,NA,114.75,473,93.92,90.1,317,85.45,106.95,NA,NA,NA,NA,Hansford_2018
Aepyornis_maximus,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,176.5,NA,NA,145.5,410.5,161.95,148.65,NA,NA,NA,NA,Hansford_2018
Aerodramus_manuoi,NA,NA,NA,NA,NA,NA,13.44,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steadman_2002a
Aerodramus_manuoi,NA,NA,NA,NA,NA,NA,13.44,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steadman_2002a
Aidemedia_chascax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,James_1991
Aidemedia_lutetiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.77,16.07,NA,NA,James_1991
Aidemedia_zanclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.26,NA,NA,NA,James_1991 [ubeak_cl infered using length of mandibula in proportion to A.chascax]
Alectroenas_nitidissimus,53.8,13.7,11.6,64.2,8.9,6.7,35.6,9.5,3.9,45.8,8.8,8.5,54,6.1,6.2,32.4,8.4,8.1,NA,NA,NA,NA,Hume_2011
Alectroenas_payandeei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,7.5,7.6,NA,NA,NA,NA,Hume_2011
Alopochen_kervazoi,126,25.7,19.2,119,13.1,12.3,72.35,7.7,9.05,69,18.8,16.9,NA,NA,NA,80.5,14.8,16,45.1,NA,NA,NA,MourerChauvire_1999
Alopochen_mauritiana,NA,NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newton_1893a
Alopochen_sirabensis,139.5,NA,NA,135,NA,NA,76,NA,NA,NA,NA,NA,91,NA,NA,77,NA,NA,NA,NA,NA,NA,Andrews_1897
Amplibuteo_hibbardi,195,39.3,35.9,NA,25.5,NA,110.8,12,NA,127.4,27.4,29,NA,23,22.7,134.3,23.7,27.1,NA,NA,NA,NA,Campbell_1979
Amplibuteo_woodwardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.6,23,26.1,NA,NA,NA,NA,Suarez_2007
Amplibuteo_woodwardi,NA,NA,NA,NA,NA,NA,115.3,10.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Emslie_1995
Amplibuteo_woodwardi,207,40,35.8,NA,24.3,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Emslie_1999
Anabernicula_gracilenta,95.45,NA,NA,NA,NA,NA,58.25,NA,NA,NA,NA,NA,NA,NA,NA,59.25,NA,NA,NA,NA,NA,NA,Howard_1964a
Anabernicula_oregonensis,93.9,NA,NA,NA,NA,NA,62.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Howard_1964a
Anas_amotape,63.1,13.5,9.8,56,7.6,NA,39.1,4.3,NA,NA,7,NA,NA,NA,6.5,35.6,7.3,7.2,NA,NA,NA,NA,Campbell_1979
Anas_chathamica,88.5,NA,NA,65.6,NA,NA,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Worthy_2002b
Anas_marecula,42,NA,NA,35.2,NA,NA,23.5,NA,NA,33.2,NA,NA,57.5,NA,NA,29.5,NA,NA,NA,NA,NA,NA,Olson_1996
Anas_sanctahelenae,57.7,12.7,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.5,6.6,6.2,NA,NA,NA,NA,Campbell_1979
Anas_schneideri,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Emslie_1985
Anas_talarae,56.4,12.7,9.2,53.3,6.8,NA,NA,4,NA,NA,NA,NA,NA,NA,6.3,30.8,6.6,6.3,NA,NA,NA,NA,Campbell_1979
Anas_theodori,71.9,15.87,11.37,63,7.5,6,NA,NA,NA,NA,NA,NA,71,8.5,8,42,9.2,9.2,NA,NA,NA,NA,MourerChauvire_1999
Anatidae_sp_Oahu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.58,NA,NA,NA,NA,NA,James_1991 [tmt_pw infered from proportion of Pterygoid length compared to C.calcitrans in Worthy_1997]
Anatidae_sp_Rodrigues,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hume_2013
Anhinga_beckeri,NA,18.3,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Emslie_1998
Anomalopteryx_didiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.79,NA,NA,382.56,NA,NA,174.64,NA,NA,NA,NA,NA,NA,Cracraft_1976
Anser_djuktaiensis,NA,NA,NA,46.2,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zelenkov_2014
Antigone_cubensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,27.3,NA,33.3,34,NA,NA,NA,NA,Suarez_2020b
Aphanapteryx_bonasia,61.2,12,9.7,45.3,6.4,NA,30.1,8.2,NA,73.2,15.6,11.2,111.5,14.2,12.9,74.4,13.5,14.6,NA,38.2,5.8,5.7,Hume_2019
Aphanapteryx_bonasia,63,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,106.5,NA,NA,79,NA,NA,NA,NA,NA,NA,Newton_1893a
Aplonis_diluvialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,5.3,4.2,NA,NA,NA,NA,Steadman_1989a
Aplonis_mavornata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,Olson_1986
Apteribis_brevis,62.5,15.1,11.5,48.6,8.5,NA,24.6,NA,NA,62.7,14.3,13.9,94,NA,11.2,53,13.2,13.6,NA,NA,NA,NA,James_1991
Apteribis_glenos,65.5,NA,NA,NA,NA,NA,NA,NA,NA,63.65,NA,NA,99.7,NA,NA,55.4,13.1,13.7,NA,NA,NA,NA,Olson_1976a
Apteribis_sp_Lanai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.63,NA,NA,NA,Dove_2011
Apteribis_sp_Maui,65.5,NA,NA,26.85,NA,NA,26.7,NA,NA,67.2,NA,NA,111.8,NA,NA,64.5,NA,NA,NA,NA,NA,NA,James_1991
Aptornis_defossor,NA,NA,NA,NA,NA,NA,21.05,NA,NA,172.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Livezey_1994
Aptornis_otidiformis,NA,NA,NA,NA,NA,NA,18.28,NA,NA,153.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Worthy_2002a
Aquila_nipaloides,192.9,39.59,33,240.1,24.02,14.85,NA,21.8,NA,134.3,25.73,25.1,NA,NA,NA,110.1,21.24,23.4,NA,NA,NA,NA,Louchart_2005
Ara_autocthones,NA,19.9,15.5,NA,NA,NA,55.8,NA,NA,51.5,12.5,NA,74.5,NA,10.1,NA,NA,NA,NA,NA,NA,NA,Olson_2008a
Ara_autocthones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetmore_1937
Ara_tricolor,NA,NA,NA,NA,NA,NA,43.9,NA,NA,NA,NA,NA,64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olson_2008a
Ardea_bennuides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,Hoch_1977
Asio_ecuadoriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,65.2,16.2,16.3,NA,NA,NA,NA,LoCoco_2020
Asio_priscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,NA,NA,NA,NA,NA,NA,NA,Howard_1964b
Asphaltoglaux_cecileae,43.2,8.2,7.6,NA,NA,NA,NA,NA,NA,NA,5.4,5.8,NA,NA,NA,23.4,5.5,6.3,NA,NA,NA,NA,Campbell_2013
Athene_angelis,56.75,NA,NA,NA,NA,NA,31.38,NA,NA,NA,NA,NA,65.2,NA,NA,39.39,8.2,9.1,NA,NA,NA,NA,MourerChauvire_1997
Athene_cretensis,52.7,NA,NA,62.4,NA,NA,28.9,NA,NA,42.5,NA,NA,65.4,NA,NA,42.3,7.8,8.15,NA,NA,NA,NA,Weesie_1982
Aythya_sp_Reunion,NA,NA,NA,NA,NA,NA,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MourerChauvire_1999
Belonopterus_downsi,NA,NA,NA,NA,NA,NA,37.4,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Campbell_2002a
Belonopterus_edmondi,43.5,9.5,7,NA,NA,NA,NA,NA,NA,24.9,4.3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Campbell_1979
Bermuteo_avivorus,84.8,17,15,NA,NA,NA,NA,NA,NA,55.4,9.2,10.4,89.6,10.3,10.95,NA,NA,NA,NA,NA,NA,NA,Olson_2008c
Biziura_delautouri,100,18.95,11.3,NA,NA,NA,NA,NA,NA,61,16.7,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Worthy_2001b
Bountyphaps_obsoleta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,Rigal_2018
Bountyphaps_obsoleta,NA,15.7,NA,NA,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,Worthy_2008
Brachypteracias_langrandi,47.4,12.2,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goodman_2000
Branta_dickeyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,22.4,NA,NA,NA,NA,NA,NA,NA,Miller_1924
Branta_hylobadistes,119.05,24.85,18.3,106,NA,NA,61.8,15.2,NA,80.73,20.73,21.53,148,NA,17.41,85.8,17,18.8,NA,NA,NA,NA,James_1991
Branta_rhuax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,24.3,NA,NA,NA,NA,NA,NA,NA,James_1991
Breagyps_clarki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.5,NA,24.7,NA,NA,NA,NA,NA,NA,NA,Alvarenga_2008
Bubo_insularis,120.7,NA,18.93,134.7,12.2,8.47,NA,NA,NA,NA,NA,15.05,113,NA,14.05,63.6,15.4,16,NA,NA,NA,NA,MourerChauvire_1986
Bubo_osvaldoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.95,25.2,NA,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,Arredondo_1994
Bulweria_bifax,73.2,NA,NA,70.65,NA,NA,35.8,NA,NA,24.3,NA,NA,NA,NA,NA,29.4,NA,NA,NA,NA,NA,NA,Olson_1975a
Burhinus_nanus,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olson_1982a
Buteo_hoffstetteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.45,NA,11.45,NA,NA,NA,NA,Campbell_1976
Buteo_hoffstetteri,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,12.4,NA,13.3,14.5,NA,NA,NA,NA,Campbell_1979
Buteo_quadratus,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olson_1982a
Buteogallus_borrasi,178.4,NA,29.2,183.4,NA,NA,NA,NA,NA,118.9,NA,28.1,NA,NA,11.8,163.6,21.4,25.3,NA,NA,NA,NA,Suarez_2007
Buteogallus_daggetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.3,20.9,22.8,NA,NA,NA,NA,Suarez_2007
Buteogallus_fragilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.8,16.5,18.9,NA,NA,NA,NA,Suarez_2007
Buteogallus_irpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.7,25.5,26.65,NA,NA,NA,NA,Suarez_2021
Buteogallus_terrestris,NA,NA,NA,NA,NA,NA,86.4,9.8,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,Suarez_2009a
Cabalus_modestus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25,4.7,5.1,NA,NA,NA,NA,Salvador_2021
Cabalus_modestus,NA,NA,NA,NA,NA,NA,12.7,NA,NA,30.7,NA,NA,46.2,NA,NA,28.8,NA,NA,NA,NA,NA,NA,Trewick_1997
Caloenas_canacorum,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balouet_1989
Capellirallus_karamu,25.9,NA,NA,16.3,NA,NA,10.1,NA,NA,46.5,NA,NA,68.3,NA,NA,40.4,NA,NA,NA,NA,NA,NA,Olson_1975b
Caprimulgus_piurensis,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Campbell_1979
Caracara_creightoni,NA,NA,NA,101.2,8.5,9.1,50.7,5.8,NA,NA,NA,NA,101.6,14.2,13.75,82.1,12.4,13.8,NA,22.6,NA,NA,Suarez_2001b
Caracara_lutosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,14.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suarez_2003c
Caracara_seymouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,12.2,13.1,NA,NA,NA,NA,NA,NA,NA,Suarez_2014
Caracara_sp_Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.13,NA,NA,NA,NA,NA,NA,NA,Jones_2015
Caracara_sp_GranCayman,114.2,23,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olson_2008b
Caracara_tellustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.95,18.1,20.15,NA,NA,NA,NA,Olson_2008b
Casuarius_lydekkeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.5,37.8,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rich_1988
Cathartes_emsliei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,10,13.1,NA,NA,NA,NA,Suarez_2020a
Cathartornis_gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.4,26.6,NA,NA,NA,NA,NA,Miller_1910b
Centropus_colossus,73,18.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baird_1985
Centrornis_majori,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.5,25.5,26,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,Andrews_1897
Chelychelynechen_quassus,56,NA,13,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James_1991
Chendytes_lawi,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.05,15.5,17.25,NA,15.15,13.7,64.5,NA,NA,NA,NA,NA,NA,Howard_1955
Chenonetta_finschi,85.91,NA,NA,70.9,NA,NA,46.51,NA,NA,64.89,NA,NA,101.16,NA,NA,51.55,NA,NA,NA,NA,NA,NA,Worthy_1988
Chloridops_kona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,11.8,NA,NA,James_1991
Chloridops_regiskongi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,16.2,NA,NA,James_1991
Chloridops_sp_Kauai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,NA,James_1991 [ubeak_cl infered using length of mandibula in proportion to C.kona]
Chloridops_sp_Maui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,James_1991 [ubeak_cl infered using length of mandibula in proportion to C.wahi]
Chloridops_wahi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.45,9.95,NA,NA,James_1991
Chloris_aurelioi,17.49,NA,NA,20.81,NA,NA,11.46,NA,NA,16.32,NA,NA,27.39,NA,NA,19.24,NA,NA,NA,NA,NA,NA,Rando_2010
Chloris_triasi,NA,NA,4.6,21.55,3.3,2.75,11.69,3.35,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcover_1987
Chroicocephalus_utunui,79.2,14.6,11,NA,NA,NA,NA,NA,NA,40.4,NA,8.2,79.5,7,7.1,NA,NA,NA,NA,NA,NA,NA,Steadman_2002b
Ciconia_lydekkeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,Suarez_2003b
Ciconia_sp_Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,Suarez_2003b
Circus_dossenus,67.9,NA,2.1,64.4,NA,5.3,40.7,NA,NA,58.4,9.3,10.3,77.5,NA,7.45,NA,7.6,6.9,NA,NA,NA,NA,James_1991
Circus_teauteensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,15,NA,NA,NA,NA,Worthy_2002a
Ciridops_anna,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,3.8,4.2,29,3.3,NA,21.6,3.4,2.5,13.5,6.1,NA,NA,James_1991
Ciridops_tenax,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65,3,3.2,26.2,2.7,NA,19.9,3,2.3,11.4,5.95,NA,NA,James_1991
Cistothorus_brevis,12.35,3.3,2.45,11.5,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,1.7,NA,NA,NA,NA,NA,NA,NA,Brodkorb_1957
Cnemiornis_calcitrans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,Worthy_1997
Cnemiornis_gracillis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,Worthy_2002a
Coenocorypha_barrierensis,NA,NA,NA,36.4,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,Williams_1964
Coenocorypha_chathamica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,Lowe_1915
Coenocorypha_iredalei,33.3,8.1,5.8,36.4,4.5,3.7,22.85,NA,NA,30.1,5.6,5.2,44.45,NA,NA,23.6,4.7,4.4,NA,NA,NA,NA,Worthy_2002b
Coenocorypha_miratropica,40.2,10.4,7.3,NA,NA,4.65,26.37,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Worthy_2003b
Coenocorypha_neocaledonica,38.5,9.48,6.7,42.9,5.42,4.39,24.4,5.98,NA,34.7,5.78,5.58,36,5.1,4.93,30.7,5.65,5.86,NA,NA,NA,NA,Worthy_2013
Colaptes_oceanicus,37.35,NA,8.53,NA,NA,NA,18.7,NA,NA,NA,NA,NA,38.2,NA,18.8,24.2,NA,NA,NA,NA,NA,NA,Olson_2013
Columba_thiriouxi,38.9,11.1,9.5,47,7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,7.1,NA,NA,NA,NA,Hume_2011
Corvus_antipodum,78.75,22.4,17.45,91.6,NA,NA,NA,NA,NA,60.2,NA,NA,102.7,NA,NA,67.4,NA,NA,NA,NA,NA,NA,Gill_2003
Corvus_fangshannus,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stidham_2021
Corvus_hawaiiensis,62.9,NA,NA,76.55,NA,NA,43.5,NA,NA,52.3,NA,NA,93.15,NA,NA,65.2,NA,NA,NA,NA,NA,NA,James_1991
Corvus_impluviatus,79.1,21.2,17.1,94.15,11.8,11.2,55.4,NA,NA,62.8,13.7,13.2,104.1,32.9,11.4,71.4,12.7,NA,66.8,40.2,NA,NA,James_1991
Corvus_moriorum,83.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gill_2003
Corvus_neomexicanus,82.15,22.17,NA,NA,12.07,NA,53.78,NA,NA,57.44,NA,NA,NA,NA,9.55,61.75,NA,NA,NA,NA,NA,NA,Magish_1976
Corvus_pumilis,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetmore_1920
Corvus_viriosus,73.4,20,18,85.3,11.6,10.4,51.5,NA,NA,60.4,12.9,13.9,101.58,17.3,11.4,69.1,11.9,NA,NA,46.5,NA,NA,James_1991
Coturnix_alabrevis,30.5,6.8,5,24.6,4.1,3.5,16.1,4.5,3.1,37.5,6.9,6.5,49.1,NA,5.3,28.2,5.8,6.3,NA,NA,NA,NA,Rando_2020
Coturnix_centensis,30.2,6.9,4.9,24.6,3.9,3.3,16,4.2,2.7,36.8,6.7,6.1,46.5,NA,5,26.2,5.5,5.9,NA,NA,NA,NA,Rando_2020
Coturnix_gomerae,35.81,8.05,5.71,29.11,5.14,3.98,NA,NA,NA,40.92,7.18,6.5,48.84,6.67,5.1,27.31,5.51,5.98,NA,NA,NA,NA,Jaume_1993
Coturnix_lignorum,34.6,7.8,5.7,27.3,4.6,3.8,19.1,4.8,3.8,43.8,7.9,7.5,57.7,NA,5.9,32.2,6.5,7.2,NA,NA,NA,NA,Rando_2020
Coturnix_novaezelandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.67,NA,NA,NA,NA,NA,NA,SeabrookDavison_2009
Coturnix_sp_Bugio,33.9,7.3,5.3,NA,NA,NA,18.7,4.64,3.41,39.8,7.2,6.5,50.2,NA,5.1,28.8,5.65,6.3,NA,NA,NA,NA,Rando_2020
Coturnix_sp_Graciosa,32.7,7.3,5.3,28.3,3.4,3.5,NA,NA,NA,34.3,5.7,5.2,NA,NA,NA,25.2,4.7,5.1,NA,NA,NA,NA,Rando_2020
Coturnix_sp_SantaMaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rando_2020
Coua_berthae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,NA,NA,NA,NA,NA,NA,Goodman_1993
Coua_primaeva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,Goodman_1997
Cremaster_tytthus,27.1,7.9,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,Brodkorb_1959
Cryptopsar_ischyrhynchus,33.5,8.2,8.1,36,4.9,4.6,23.1,5.6,NA,33.8,6.4,6.5,56.2,6,5.2,39,5.9,4.8,NA,NA,NA,NA,Hume_2014
Cygnus_equitum,197.15,NA,NA,187,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northcote_1988
Cygnus_falconeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.3,NA,NA,NA,NA,NA,134.33,NA,33.2,NA,NA,NA,NA,Northcote_1982
Cygnus_sumnerensis,236.63,41.915,28.98,221.61,19.5,17.57,110.53,25.165,NA,93.085,24.805,26.335,188.44,31.41,21.79,105.15,23.26,23.135,NA,NA,NA,NA,Rando_2017
Dendragapus_gilli,NA,NA,NA,NA,NA,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jehl_1969
Dendroscansor_decurvirostris,12.7,3.7,3.31,13.33,2.24,2.23,9.12,2.71,1.3,15.7,NA,3.94,35.74,4.91,2.97,26.12,3.41,2.97,NA,NA,NA,NA,Millener_1991
Diaphorapteryx_hawkinsi,56.5,11.7,10,38,7.3,NA,24.1,9,NA,89.4,20.6,20,119.2,19.8,16,62.7,17.8,18.2,NA,47.1,8.8,7.1,Hume_2019
Dinornis_novaezealandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.5,NA,NA,645,NA,NA,343.5,NA,NA,NA,NA,NA,NA,Worthy_2002a
Dinornis_robustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.5,NA,NA,833.5,NA,NA,438,NA,NA,NA,NA,NA,NA,Worthy_2002a
Dromaius_baudinianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,269,NA,NA,NA,NA,NA,NA,Parker_1984
Dromaius_minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,281,NA,NA,232,NA,NA,NA,NA,NA,NA,Parker_1984
Dryolimnas_augusti,48,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,7.8,53,8.7,9.5,NA,NA,NA,NA,Hume_2019
